Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
The Good Dinosaur	2015	animation	Peter Sohn	"Lucas Neff
John Lithgow
Neil Patrick Harris
Judy Greer"	"In an alternate history, the asteroid that would have caused the extinction of the dinosaurs 65 million years ago passes safely over Earth.
Sixty-five million years later, Apatosaurus farmers Henry and Ida have children Libby, Buck, and the runt Arlo, who has trouble adjusting to farm life. While his successful siblings are allowed to ""make their mark"" (a mud-print on the family's corn silo), Arlo's timid nature makes tasks difficult for him. Henry attempts to give Arlo a sense of purpose by putting him in charge of guarding their silo, and helps him set a trap. It captures a feral caveboy, but Arlo doesn't have the heart to kill him, and sets him free. Disappointed, Henry takes Arlo to track the caveboy, leading them into a ravine. Henry saves Arlo from a flash flood before being swept away and killed.
Without his father, Arlo shoulders more of the workload. He spots the same caveboy inside the silo and, blaming him for his father's death, chases him until both fall into a river. Arlo cannot swim, and is swept downstream where he hits his head on a rock and is knocked unconscious. Awakening, he finds himself far from home and tries to survive on his own, but becomes trapped when a boulder pins his leg. The next day Arlo wakes to find his leg has been freed, and the caveboy appears with food for him. The caveboy then leads Arlo to a berry tree, where the caveboy fends off a large snake, amazing Arlo and impressing a nearby eccentric Styracosaurus who wants to keep the boy. He forces Arlo to compete with him to give the boy a name he will respond to, which Arlo finally wins when he calls him ""Spot"". Arlo and Spot bond as Arlo laments his lost family, and Spot reveals that his own parents are dead. Later, when a storm strikes, Arlo runs away in fear and loses the riverbank he has been following home.
The next morning, Arlo wakes to find Spot at his side. They are noticed by a band of pterodactyls, led by Thunderclap, who appear to be conducting a rescue operation but turn out to be savagely carnivorous. When the pterodactyls try to take Spot, Arlo and Spot flee, happening upon a pair of Tyrannosaurus named Nash and Ramsey, who ward off the pterodactyls. Nash, Ramsey, and their father Butch have lost their herd of longhorns, so Arlo offers Spot's help in sniffing them out. They locate the herd, but Butch recognizes the work of cattle rustlers, and uses Arlo as a lure. Arlo and Spot attract the attention of rustler Velociraptor, allowing Butch and his family to attack. During the fight, Arlo musters his courage and fends off two raptors who have overwhelmed Butch, helping to turn the fight in their favor. Having gained their respect, Arlo joins the Tyrannosaurus in driving the cattle south when he sees the familiar mountain peaks of his homeland in the distance, and leaves with Spot to return home. Along the way, they encounter an adult feral caveman in the distance, and though Spot shows interest, Arlo dissuades him and they continue on.
As another storm approaches, Thunderclap and the pterodactyls return and attack and carry Spot away. Arlo becomes entangled in vines, where he has a vision of Henry leading him home. Arlo instead resolves to save Spot, making the vision of his father proud before it fades away. Arlo finds and attacks the pterodactyls, who have cornered Spot at the river. Arlo and Spot together plunge Thunderclap and the pterodactyls into the water, where they are swept helplessly downstream. When another flash flood occurs, Arlo leaps into the water to rescue Spot as the two are swept away toward a waterfall. Arlo protects Spot as the two plummet down the fall, and carries him to shore.
As they approach Arlo's home, the two again hear the unknown caveman call, and are approached by an entire cave family. With great reluctance, Arlo pushes Spot to join his adoptive family, and the two of them share a tearful goodbye.
Arlo finally arrives home to his mother and siblings, and makes his mark on the silo between those of his mother and father."	American
Bolt	2008	animation	Chris Williams	John Travolta, Miley Cyrus	"A White Shepherd puppy named Bolt is adopted by a seven-year-old girl named Penny. Five years later, Bolt and Penny star in a hit television series called Bolt, in which Bolt uses various superpowers to protect Penny from the villain. To gain a more realistic performance, the show's producers have deceived Bolt his entire life, arranging the filming in such a way that Bolt believes everything in the television show is real and that he really has superpowers, including a devastatingly powerful sonic scream-like ""superbark"". After a cliffhanger episode causes Bolt to believe Penny has been kidnapped, he escapes from his on-set trailer in Hollywood but knocks himself unconscious and is trapped inside a box of foam peanuts which is shipped to New York City.
In New York, Bolt resumes his search for Penny and quickly finds that his ""superpowers"" are useless. He encounters Mittens, a feral cat who bullies pigeons out of their food. Bolt compels Mittens to guide him back to Penny — Mittens being convinced her captor is a lunatic — and the two start their journey westward by truck. Meanwhile, in Hollywood, Penny is distraught over Bolt's disappearance but is convinced by the studio to continue filming with a less experienced Bolt lookalike.
Surprised at his first feelings of hunger, Bolt is shown by Mittens how to act like a cute but needy dog, obtaining food for them both at an RV park. They are joined by Rhino, a fearless hamster and fanatical Bolt fan. Rhino's unwavering faith in Bolt substantiates the dog’s illusions about his superpowers, but causes Mittens to realize that Bolt is from a television show. She tries to tell Bolt that his superpowers are not real, but Bolt simply becomes frustrated and attempts to ""superbark"" her repeatedly. The noise draws the attention of an Animal Control patrol and Bolt and Mittens are captured and taken to an animal shelter.
Bolt, freed from the van by Rhino, finally accepts that he is just a normal dog, but regains his confidence after Rhino (oblivious to this revelation) exhorts him to heroism. They rescue Mittens from the shelter, and Bolt and Mittens form a close friendship in which she teaches Bolt how to be an ordinary dog, and enjoy typical dog activities. In Las Vegas Bolt feels drawn to find Penny while Mittens tells him that Penny is only an actor, and that humans never truly love their pets but betray and abandon them, as happened to her. Bolt refuses to believe her and continues on alone to Hollywood; with Rhino's encouragement his two friends follow shortly after.
Bolt reaches the studio and finds Penny embracing his lookalike. Unaware that Penny still misses him and that her affection for the lookalike is only a part of a rehearsal, he leaves. Mittens, on a gantry in the studio, sees Penny telling her mother how much she misses Bolt. Realizing that Penny truly does love Bolt, Mittens follows Bolt and explains. At the same time, the Bolt-lookalike panics during the show's filming and accidentally knocks over some flaming torches, setting the sound stage on fire with Penny trapped inside. Bolt arrives and the two reunite inside the burning studio, but are unable to escape before Penny begins to suffocate from the smoke. Bolt refuses to leave her, and with his last strength, uses his ""superbark"" through the building's air vent. Hearing the noise, the firefighters rescue them in time.
Penny and her mother quit when their overeager agent attempts to exploit the incident for publicity purposes. The show continues with a replacement ""Bolt"" and ""Penny"" and a new storyline involving alien abduction. Penny adopts Mittens and Rhino, and she and her family move to a rural home to enjoy a simpler, happy lifestyle with Bolt and her new pets."	American
Smurfs: The Lost Village	2017	animation	Kelly Asbury	Kelly Asbury (director); Stacey Harmon, Pamela Ribon (screenplay); Demi Lovato, Mandy Patinkin, Jack McBrayer, Danny Pudi, Joe Manganiello, Rainn Wilson, Ariel Winter	"In Smurf Village, the Smurfs live peacefully among themselves and their leader is Papa Smurf. Some of the Smurfs include Clumsy Smurf, Brainy Smurf, Hefty Smurf and Smurfette, who was created by Gargamel from a lump of clay, but redeemed by Papa Smurf and became part of the village. Gargamel makes it his mission to capture the Smurfs, steal all of their essence, and become the most powerful wizard in the world.
After Smurfette accidentally breaks an invention by Brainy, she sees a blue creature hidden by a leaf and follows it straight into the Forbidden Forest, believing the creature to be a Smurf. She loses sight of the creature but discovers a hat was dropped by the possible Smurf. Smurfette ends up being captured by Gargamel and at his castle, she ends up inadvertently revealing the hat, enabling Gargamel to mix up a brew that causes him to locate the village on a map. Soon enough Hefty, Brainy, and Clumsy help Smurfette escape and return to Smurf Village, where Papa Smurf punishes them for disobeying his orders and confines them to their houses while dismissing their claims of a lost village filled with Smurfs.
Smurfette sneaks out into the night to look for the lost village, however, and Brainy, Clumsy, and Hefty volunteer to come with her. Smurfette agrees to let them join her and together the four enter the Forbidden Forest. Gargamel soon discovers them trying to find the lost village and heads out with Azrael and Monty to stop them.
The four follow the map and end up in various adventures, all while encountering bizarre creatures; the four encounter a colony of fire-breathing dragonflies, where Gargamel follows them and tries to have them killed by having the dragonflies attack them. Smurfette, Brainy, Hefty and Clumsy survive, but then end up getting lost in a maze of caverns, where they eventually get out thanks to a stampede of glow-in-the-dark rabbits. The four then head off to a river and sail on a handmade raft along the river to get to the lost village, but then they encounter Gargamel, Azrael, and Monty again. Following a brief chase, Gargamel is thrown out of his own raft, so Hefty and Smurfette convince the others to help save him. They do so, but instead of thanking them, he pushes them out of their raft, leaving them to plunge down a waterfall.
Meanwhile, back at Smurf Village, Papa Smurf tries to reconcile with Smurfette over his actions on the previous night but soon discovers she, Brainy, Hefty, and Clumsy are gone, so he sets out to find them and set things right with them. The four are soon captured by the leaf-covered creature along with a few others who reveal themselves to be female Smurfs. They are taken to Smurfy Grove where they meet Smurf Willow, Smurf Storm, Smurf Blossom, Smurf Lily and Smurf Melody, who all welcome the Smurfs to their humble home. Smurf Storm and Clumsy head away from the village to locate Gargamel and alert the others. During the trip, Clumsy reveals that Smurfette was created by Gargamel, which causes Smurf Storm to distrust Smurfette. Gargamel, who was led into a piranha-infested swamp, spots Clumsy and Smurf Storm, and has Monty attack them, but they fly away to return to the village.
After a while of showing them what they do, Smurf Storm and Clumsy come back with her telling Smurfette was created by Gargamel. The female Smurfs prepare an attack that night but instead of Gargamel, Papa Smurf appears, and the female Smurfs accept him into their home. Soon, Gargamel comes and destroys Smurfy Grove, capturing all the Smurfs, with the exception of Smurfette, who is now alone, feeling heartbroken for her actions. However, Snappy shows her a picture of her and the others, and realizing she is not a real Smurf, heads back to Gargamel's lair to save the Smurfs.
At Gargamel's lair, Brainy makes a plan to escape. Papa Smurf hears their plan and he and Smurf Willow decide to help them. Hefty, Brainy, Clumsy, and some of the female Smurfs succeed at the plan until Gargamel and Azrael spot them and put some of the female Smurfs and Clumsy into his Smurfilator, a machine capable of extracting their essence. Smurfette appears, tricking Gargamel into believing she wants to be an evil smurf again. When Gargamel tries to turn Smurfette into an evil smurf, he realizes Smurfette is absorbing his magic powers instead. Gargamel, Azrael, and Monty are sent flying back into the piranha-infested lake. The Smurfs are freed but despite their victory, Smurfette has reverted back to a lifeless lump of clay.
Back at Smurf Village, the Smurfs make a memorial for Smurfette. Their energy and love for Smurfette revives her, and everybody happily celebrates. Smurf Village and Smurfy Grove rejoice in their new unity; in the end, Smurfette finally finds her purpose and most of all, a true-blue Smurf.
During the end credits, Gargamel, Azrael, and Monty are walking back to their castle with Gargamel feeling angry in his failure to kill the Smurfs."	American
Twice Upon a Time	1983	animation	John Korty		"In the eternally busy city of Din, the black-and-white Rushers constantly go about their business in a fast-paced way and stop only to sleep, due to their Cosmic Clock being wound too tightly. Din lies between two worlds that create dreams to deliver to the sleeping Rushers – one is the bright and cheerful Frivoli, where Greensleeves and his Figmen of Imagination bring sweet dreams; and the other is the Murkworks, a dark and dingy factory home to vultures who drop nightmare bombs. The evil Synonamess Botch, maniacal ruler of the Murkworks, wants to foil Greenie's efforts and subject the Rushers to non-stop waking nightmares. He uses his vultures to kidnap the Figs and Greensleeves, but not before Greensleeves writes an S.O.S. to Frivoli.
Meanwhile, two misfits – known as Ralph, the All-Purpose Animal (named so for his somewhat unreliable shapeshifting abilities), and Mumford, a Chaplinesque mime – are put on trial for their incompetence at work. They are determined to prove themselves when they meet Flora Fauna, Greensleeves's niece, who found her uncle's S.O.S. and wants to rescue him. Botch spies on the three through Ibor, his robot gorilla, and uses Ralph and Mum's desire to be heroes to his advantage. Botch deceives the three, claiming to be a friend of Greenie and telling them that Greensleeves can be saved if they go into Din and take the main spring from the Cosmic Clock. Flora stays behind to act the part of the damsel in distress for Botch's nightmares.
Mumford and Ralph release the spring which causes time to freeze. They chase the spring throughout Din, but Botch's vultures steal the spring and begin planting every nightmare bomb in the Murkworks' inventory all over Din. A Fairy Godmother (FGM) twinkles in to tell Mum and Ralph that they have been tricked and gives them three dimes to make a phone booth appear in case they need her help. FGM also recruits the help of the dim-witted but musclebound Rod Rescueman to aid them. Rod is more interested in rescuing Fauna, however, and abandons the boys to find her.
Ralph and Mum find nightmare bombs scattered in an office, ready to be set off by Botch once starts time again. Mumford accidentally detonates a bomb and the two are trapped in a nightmare in which they are nearly killed by office supplies. When they are finally freed from the nightmare, the Fairy Godmother transports them back to Frivoli, suggests that they give up after all the mistakes they've made, and fires them from the hero business. This further strengthens Ralph and Mum's resolve to do right. Meanwhile, Rod ""rescues"" Flora from the Murkworks and attempts to get a kiss from her. She tries to escape from his floating apartment in the sky and falls, landing on a mechanical serpent that attempts to stop Ralph and Mum from reaching the Murkworks. The trio and Rod storm their way in with the help of Scuzzbopper, Botch's former nightmare screenwriter, who decides to aid them after Botch cruelly discards his recently completed Amurkian novel.
Rod and Flora rescue Greenie and the Figs but have to contend with Ibor. Rod tries to save Flora again but fails, and Flora destroys the robot herself. At the same time, Botch has his head vulture Rudy fly the spring back to Din as the final phase of his plan. When Ralph, Mum, and Scuzzbopper enter Botch's office, he has his pet rat attack them but Scuzzbopper tricks it into chasing a bowling ball out a window. Botch retreats to a control room housing his master nightmare bomb button, ""The Big Red One"", with Ralph and Mum chasing after him. Ralph finally manages to control his shapeshifting to get through Botch's arsenal of booby traps and flies into the control room, while Mumford struggles through the traps and into the barrel of Botch's cannon. Ralph, in the form of a fly, tricks Botch into pressing The Big Red One, detonating all the nightmare bombs before Rudy could put the spring back in the Cosmic Clock, the still-immobilized Rushers being unaffected. An enraged Botch is about to kill Ralph for ruining his plans when one last nightmare bomb appears, about to blow. Terrified of being subjected to his own nightmare, Botch is knocked out the window. The bomb turns out to be Mumford, who had stretched his hat over himself and used a cigar to simulate nightmare smoke. Ralph and Mumford consider themselves heroes, while Botch is saved and carried away by his vultures (who may harbor ill-will toward Botch for his insults and cruel demands).
Scuzzbopper, Flora, and Rod assume command of the Murkworks, with Flora giving a parting kiss to Ralph and Mumford for helping to save Greenie. As the two heroes leave, the Fairy Godmother congratulates them and allows them to keep their last dime as a symbol of good luck. The spring returns to the Cosmic Clock of its own will, and restarts the flow of time, but at a pace where the Rushers can enjoy their lives."	American
Shrek 2	2004	animation	Andrew Adamson, Kelly Asbury, Conrad Vernon	Mike Myers, Cameron Diaz, Eddie Murphy, Antonio Banderas	"Shrek and Fiona return from their honeymoon to find they have been invited by Fiona's parents to a royal ball to celebrate their marriage. Shrek refuses to go at first, but Fiona talks him into it, and along with Donkey, they travel to the kingdom of Far Far Away. They meet Fiona's parents, King Harold and Queen Lillian, who are shocked to see both their daughter and son-in-law are ogres, with Harold particularly repulsed. At dinner, Shrek and Harold get into a heated argument over how Shrek and Fiona will raise their family, and Fiona, disgusted at Shrek and Harold's behavior, locks herself away in her room that evening. Shrek worries that he has lost his true love, particularly after finding her childhood diary and reading that she was once infatuated with Prince Charming.
Harold is reprimanded by the Fairy Godmother and Prince Charming, her son, by reminding Harold that Charming was to marry Fiona in exchange for his own happy ending, and requests that he finds a way of getting rid of Shrek. Harold arranges for Shrek and Donkey to join him on a fictitious hunting trip, which actually is a trap to lure them into the hands of an assassin, Puss in Boots. However, Puss is unable to defeat Shrek and, revealing that he was paid by Harold, requests to come along and make amends. The three sneak into the Fairy Godmother's potion factory and steal a ""Happily Ever After"" potion that Shrek thinks will restore Fiona's love for him.
Shrek and Donkey both drink the potion and fall into a deep sleep through the rain, awakening the next morning to discover its effects: Shrek is now a handsome human, while Donkey has turned into an elegant white stallion. In order ""to make the change permanent"", Shrek must kiss Fiona ""by midnight"". Shrek, Donkey and Puss return to the castle to discover that the potion has transformed Fiona back into her former human self as well. However, the Fairy Godmother, having discovered the potion's theft, intercepts Shrek and sends Charming to pose as him and win Fiona's love. At the Fairy Godmother's urging, Shrek leaves the castle, thinking that the best way to make Fiona happy is to let her go.
To ensure that Fiona falls in love with Charming, the Fairy Godmother gives Harold a love potion to put into Fiona's tea. This exchange is overheard by Shrek, Donkey and Puss, who are however arrested by the royal guards and thrown into a dungeon. While the royal ball begins, several of Shrek's friends band together to free the trio. The gang creates a monster-sized gingerbread man, which breaks through the castle's defences so Shrek can prevent Charming from kissing Fiona. He arrives too late, but instead of falling in love with Charming, Fiona knocks him out with a headbutt. Harold reveals that he never gave Fiona the love potion, whereupon the now enraged Fairy Godmother attacks Shrek. In the ensuing melee, Harold sacrifices himself to save Shrek: his armour ricochets the Fairy Godmother's spell which disintegrates her into bubbles, but turns himself back into the Frog Prince. He had used the Happily Ever After potion years before in order to marry Lillian, but she tells him that she loves him regardless of his appearance.
As the clock strikes midnight, Shrek and Fiona let the potion's effects wear off and they revert to their ogre forms, while Donkey changes back to his natural form as well. Harold gives his blessing to the marriage and apologizes for his earlier behavior, and the party resumes. In the mid-credits scene, Dragon, who had previously romanced Donkey, arrives and reveals that they now have several dragon-donkey hybrid babies."	American
Jimmy Neutron: Boy Genius	2001	animation	John A. Davis	Megan Cavanagh, Mark DeCarlo, Debi Derryberry	"The film begins at an Air Force base somewhere in Colorado. The Air Force radar detects an unidentified flying object (UFO), so they send planes up to examine the situation. The pilots discover that it is a rocket carrying two boys and a robotic dog: Jimmy Neutron, Carl Wheezer and Goddard. Jimmy is attempting to launch a communications satellite made out of a toaster, in the hopes of communicating with an alien, and believes that an alien species exists somewhere out in the universe, despite his parents Hugh and Judy's protest in talking to strangers.
After school, Jimmy, Carl, and their friend Sheen spot a poster for an amusement park called ""Retroland."" However, Jimmy's parents refuse to let him go that night because it is a school night, and as a result, Jimmy is grounded for causing a fire with one of his inventions.
Meanwhile, Jimmy's communications satellite is picked up near the planet Yolkus, home to an alien race called the Yolkians, who commandeer their warships that look like a fleet of rubber chickens. King Goobot V and his assistant, Ooblar, watch a pre-recorded message from Jimmy, featuring him introducing himself and explaining about life on Earth, with Goobot declaring ""the search is over"". Jimmy, Carl, and Sheen subsequently choose to sneak out and visit the park advised by Nick Dean, a popular kid.
As the three are at the park, the Yolkians kidnap all the adults in the city, leaving fake notes on the refrigerators to tell the kids that they have gone to Florida for an ""extended vacation"". Coincidentally, Carl spots a shooting star (actually a Yolkian ship), so he, Jimmy and Sheen wish for no more parents so they can have fun all the time.
The next morning, the kids discover the parents have all disappeared and celebrate for the whole day. However, all children quickly begin to miss their parents. The following day, after hearing a message from his parents that Goddard had recorded while posing as Jimmy last night, Jimmy becomes suspicious of the fact that his parents said that they would see him in the morning despite not being there. He discovers what has really happened.
Jimmy organizes the other children in town to build spaceships from the Retroland rides to travel to Yolkus and get their parents back. Eventually, they are captured by Goobot, who tells them that the parents are to be sacrificed to their god, Poultra. He shows the kids Jimmy's video, thanking him for helping him find suitable species for their ritual, before having the children locked up in their cells, with the exception of Goddard, who is taken by Ooblar to the lab, where he will be dismantled.
With Jimmy feeling guilty over the fact that his actions led to the Yolkans abducting the parents in the first place, his rival Cindy Vortex convinces him to stand up and think of an escape plan. After breaking out with the help of Goddard, the children (with the exception of Nick, as he turns out not so brave what he previously seemed to be), in accordance with Jimmy's plan, manage to stop the parents from being sacrificed to Poultra the giant chicken.
Everyone escapes aboard a Yolkian ship, but Goobot follows them in his ship at the head of the Yolkian fleet. With the exception of Goobot's ship, all of the Yolkian ships are destroyed when Jimmy baits them into flying too close to Yolkus' sun. Jimmy and Goddard then use an experimental shrink ray to grow to the size of a planet, and blow Goobot's ship into an asteroid: Goobot and Ooblar survive the explosion, and Goobot declares that they have not seen the last of him and vows revenge. Jimmy and the rest of the kids reconcile with their parents and head home.
In a final scene of the film, Jimmy and Carl have breakfast during which Jimmy's parents drink one of his experiments (that causes significant belching), thinking it is real soda and they all laugh out loud."	American
That's My Mommy	1955	animation	Hanna-Barbera	Tom and Jerry	"A mother duck is sleeping on her nest of eggs, but one of the egg suddenly rolls from the nest and begins to hatch. The duckling, Quacker, slips under a sleeping Tom outside and hatches underneath him, causing Quacker to assume Tom as his mother. While the duckling snuggles next to his ""mommy"", Tom places two sticks across a fire and ties Quacker to another stick, intending to spit-roast him. Jerry walks in, and horrified by the sight, rescues Quacker by placing Tom's tail on the rotisserie.
Jerry unties Quacker, but Quacker mistakes him for a kidnapper and cries for Tom's help. After Quacker runs back to Tom for comfort, Tom decides to inherit his mistaken role to keep a hold of the duckling and try to eat him. Quacker is watching Tom make pastry in the kitchen, which Tom uses as an oven bed for the duckling. After Tom closes the oven, Jerry smacks him with a broomstick and knocks him unconscious with the oven door. Jerry grabs Quacker, but the duckling once again fights him off and runs back to Tom, reviving him with water. The now conscious Tom angrily grabs Quacker, but Quacker kisses him and calls him a ""nice mommy"". Tom then makes ""Stuffed Roast Duckling"", giving Quacker a giant bowl of pudding to eat to make him stuffed.
Tom then places Quacker back in the oven next to vegetables, but Jerry comes to the rescue and uses a can opener to cut the door open. Quacker promptly starts throwing the vegetables at Jerry. Jerry carries the angry duckling into his mousehole to explain that Tom is not his mother, but Quacker stubbornly refuses to believe him, slamming the book shut onto Jerry before running away. When Tom notices Jerry chasing after Quacker, he traps the mouse in a jar, ties it shut with string and then throws it down a well. Still determined to eat Quacker, Tom then makes ""Stewed Duck"". Quacker then grabs the spoon off him, wanting to give him a rest, but then sees that a duckling is part of the recipe and finally realizes that Jerry is right: Tom is not his mother and wants to eat him.
Deeply saddened, Quacker voluntarily prepares to jump into the pot to cook himself and make his ""mommy"" happy, telling Tom that he loves him. However, Tom has a change of heart and saves Quacker by grabbing him mid-air. Feeling guilty after the duckling's love towards him, Tom hugs Quacker and literally cries rivers of tears. Jerry manages to escape from the jar and return to the house, but then is stunned when he looks outside, seeing Tom and Quacker swimming across the nearby duck pond, with Tom having adopted the duckling as his own child. As a cartoon ends, the pleased duckling exclaims to Jerry: ""That's my mommy!""."	American
Throne of Elves	2016	animation	Song Yuefeng		"It is the wedding of the Elf Queen Meier, and Liya (Ashley Boettcher) is excited to invite Little Fish (Ryan Potter). The queen allows the request for Liya even though the to-be elf king and Liya's brother disapproves. At the land of the old great battle where the spirits of the many slain elves lurk, sister of the queen, Meyla is a dark elf tries to control the power of the dark stone of death. She resurrects the spirits as her soldiers and gatecrashes the wedding ceremony. Elena kidnaps Meyla and asks the elves to give her the gem of life and elvish map in exchange.
Fish and his group assists the elves on the adventure of discovery of the meaning of life and sacrifice."	Chinese
Space Jam	1996	animation	Joe Pytka	Michael Jordan, Wayne Knight, Theresa Randle, Bill Murray	"On a summer night in 1973, a young Michael Jordan is practicing basketball. His father steps out and tells him it is bedtime, but lets him make a few more shots. Jordan shoots while making several wishes like going to the University of North Carolina, playing on a championship team, joining the NBA, going on to play baseball, and successfully scores every shot. Impressed, Jordan's father jokingly asks if next he is going to wish he could fly, and Jordan turns to make one final shot.
In 1993, Jordan announces his retirement from professional basketball to follow his now deceased father's career as a baseball player. However, it becomes evident that he is not as skilled in baseball as he was in basketball. Jordan is assigned a publicist and assistant, the bumbling Stan Podolak, to make his new career less bumpy.
Elsewhere, in outer space, an intergalactic amusement park called Moron Mountain faces dwindling popularity, so its owner, Mr. Swackhammer, sends his diminutive minions, the Nerdlucks, to capture the Looney Tunes as new entertainment. The Looney Tunes live in an animated world called ""Looney Tunes Land"" hidden in the center of the Earth, but ignore the Nerdlucks' threats and challenge them to a game of basketball.
The Nerdlucks steal the talents of professional basketball players Charles Barkley, Shawn Bradley, Patrick Ewing, Larry Johnson and Muggsy Bogues, leaving them incapable of playing. The Nerdlucks absorb the talent, transforming into the gigantic ""Monstars"" who easily intimidate the Looney Tunes. While playing golf with Bill Murray, Larry Bird and Stan, Jordan is sucked down a hole and is recruited by Bugs Bunny to help the Tunes win against the Monstars. Jordan at first refuses, saying he does not play basketball anymore, but changes his decision after he is insulted and humiliated by the Monstars when they squash him into the shape of a basketball and bounce him around like one. He then sends Bugs and Daffy Duck to his house to retrieve his basketball gear.
Meanwhile, Stan has been digging out the golf hole to find Jordan, but spots Bugs and Daffy leaping down another one and pursues them, reuniting with Jordan in the Tunes' world and joins their team, the Tune Squad. Another new recruit is Lola Bunny, a skilled basketball player whom Bugs falls in love with. On the day of the match, the Monstars dominate the first half, leaving the Looney Tunes unconfident. Stan overhears a conversation between the Monstars and Swackhammer, learning of how they gained their talent and informs Jordan and the Tune Squad. Bugs and Jordan convince the rest of the Tune Squad to fight back and the first quarter of the second half allows the Tunes to catch up using old school gags and Acme weaponry. During a timeout, Jordan raises the stakes of the game with Swackhammer: a win by the Tune Squad would require the Monstars to give their stolen talents back to the NBA players, while a Monstars win would get Jordan as a new attraction.
To ensure his victory, Swackhammer has the Monstars play rough and injure all of the Tune Squad until only Jordan, Bugs, Daffy, Lola and Stan are left. Stan becomes the fifth player and manages to score, but is literally flattened by the Monstars and is removed from the court to be inflated. The referee, Marvin the Martian, informs Jordan that unless the team gets a fifth player, they will have to forfeit the game, at which point Murray appears and volunteers to be the team's fifth member. In the final seconds of the game, Jordan gains the ball and manages to use cartoon physics to extend his arm and score the winning points. Murray retires from the sport and the Monstars blast Swackhammer to the Moon in a rocket when Jordan makes them realize that they do not have to take his abuse anymore. Jordan convinces them to give up the stolen talents, and the Looney Tunes agree to recruit the reformed Nerdlucks in their ensemble. Jordan and a recovered Stan return to the surface, the Nerdlucks dropping them off at Jordan's next baseball game. Later on, the two visit the incapacitated basketball players and return their talent. The players invite Jordan to a three-on-three match, but when he declines, they question his loss of talent. Jordan later returns to the Chicago Bulls to resume his basketball career."	American
Eight Crazy Nights	2002	animation	Seth Kearsley	Adam Sandler, Allen Covert, Jack Giarraputo	"In the small town of Dukesberry, New Hampshire, Davey Stone is a 33-year-old alcoholic troublemaker with a long criminal record, whose antics have long earned him the animosity of the community. Davey is arrested for refusing to pay his bill at Mr. Chang's Chinese restaurant, attempting to evade arrest (""Davey's Song""), stealing a snowmobile and destroying festive ice sculptures in the process. At Davey's trial, Whitey Duvall, a 70-year-old volunteer referee from Davey's former basketball league, intervenes. At Whitey's suggestion, the judge sentences Davey to community service as a referee-in-training for Whitey's Youth Basketball League. Under the terms of the community service, if Davey commits a crime before his sentence is completed, he will serve ten years in prison.
The next day, Davey's first game ends in disaster. After Davey causes disruptions, Whitey suffers a grand mal seizure, and the game is abruptly brought to an end. Attempting to calm Davey down, Whitey takes him to the mall, where they meet Jennifer Friedman, Davey's childhood girlfriend, and her son Benjamin. Although Whitey reminds him that he lost his chance with Jennifer twenty years earlier, Davey still finds himself attracted to her.
As time progresses, Davey and Whitey's relationship becomes more strained. Whitey's various attempts to encourage Davey are met with humiliation and assault - including but not limited to Davey knocking Whitey into an outhouse and then spraying him when he falls out with a hose, causing Whitey to be frozen in defecation for several hours, before a group of grazing reindeer lick him out. Upon arriving home (""Long Ago""), Davey finds his trailer being burned down by a man who lost a basketball match to him earlier. Davey runs into the burning trailer to rescue a Hanukkah card from his late parents, then watches the trailer burn down. Whitey opens his home to Davey, who reluctantly accepts the invitation; also living in the house is Whitey's diabetic fraternal twin sister Eleanore. The Duvall household has many complex rules, to which Whitey refers as technical fouls (""Technical Foul""). Despite this, Davey seemingly overcomes them, and begins to turn his life around.
However, Davey's progress in reforming comes to a halt when Whitey recalls the events of what happened two decades ago: En route to one of Davey's basketball games, his parents were killed in a car accident when a truck skidded on black ice and swerved into them, and Davey learned of their deaths when the police showed up at the end of his game to inform him. Devastated by the loss of his loving parents and leaping from foster home to foster home, Davey spent the next 20 years numbing his pain with alcohol and petty crime. Uncomfortable with this reminder of his tragic and painful childhood, Davey loses his temper and insults both Whitey and Eleanor. As a result, Whitey revokes Davey's privilege to reside at his home, much to Davey's relief.
Davey spends the rest of the day drinking, and later that night breaks into the mall, which is closed. In a drunken stupor, he imagines the logos of various stores coming to life and confronting him about his inability to grieve for his parents, which they identify as the source of his alcoholism (""Intervention Song""). He finally opens his parents' Hanukkah card, which contains a message praising him for being a good son. Coming to terms with his loss, Davey finally cries. Just then, the police arrive to arrest Davey, but he escapes and boards a bus to New York City, just as the police are searching for him across. En route, the bus is forced to stop when all eight tires are punctured by a single thumbtack in the road. Reminded of the Miracle of Hanukkah, Davey walks off the bus, intending to find Whitey and make amends with him.
Davey finds Whitey at the All-Star Banquet, an annual town celebration in which one member of the community is recognized for positive contributions to Dukesberry with the ""Dukesberry All-Star Patch"". Despite having vied for the award for over 35 years, Whitey is once again passed over. Heartbroken, he leaves, intending to move to Florida, where he can live out the rest of his life in anonymity. Risking arrest, Davey enters the hall and informs everyone of the selfless contributions that Whitey has made to Dukesberry over the course of his life. Ashamed, the townspeople acknowledge the error of their decision (""Bum Biddy""). Davey leads the people to Whitey, who has gone to the mall with Eleanor to ""speak to it"" one more time. The townspeople thank Whitey for his service over the years and the Mayor officially grants him the Patch Award. All 34 previous recipients of the awards give theirs to Whitey. Davey and Jennifer reconcile, and Whitey goes into a seizure, which he calls ""the happiest seizure of my life!""."	American
