Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
Gallowwalker	2009	horror	Andrew Goth	Wesley Snipes, Riley Smith, Patrick Bergin	After a group of outlaws kill his lover, Aman (Wesley Snipes) goes after them and kills them. When he is killed himself, his mother, a nun, breaks her covenant with God to save his life, which in turn curses him for life. His curse brings his victims back to life, and as undead, they pursue him endlessly for revenge. Forever suffering this curse and still seeking revenge, before Aman enlists Fabulos (Riley Smith), a young gunman, to fight by his side against his undead victims.	American
Collection, TheThe Collection	2012	horror	Marcus Dunstan	Josh Stewart, Courtney Lauren Cumming, Christopher McDonald, Lee Tergesen, Randall Archer, Shannon Kane	"Teenager Elena Peters and her friends, Missy and Josh, go to a party. Elena witnesses her boyfriend, Brian, with another woman. She leaves the dance floor and enters an isolated room. There, she discovers a red trunk and opens it to find a severely injured Arkin O'Brien. Arkin grabs Elena and they dodge a steel spear, which triggers a series of deadly traps that kill everyone on the dance floor. The Collector appears and kidnaps Elena, while Arkin escapes by jumping out of a window, landing on a car and breaking his arm in the process.
Arkin is later taken to the hospital, where he is arrested by the police and put under constant surveillance due to his own criminal record. After suffering nightmares of his torture from the Collector, he is approached by Lucello, an employee of Elena's wealthy father, who has hired a team of mercenaries to hunt the Collector down and save Elena. Lucello implies that if Arkin leads them to the Collector's hideout, he will expunge Arkin's record. Arkin leads the mercenary group to the Collector's base, an abandoned hotel. Meanwhile, Elena witnesses a man being tortured before escaping from the trunk. Upon the team's arrival, Arkin refuses to go inside, but Lucello forces him at gunpoint to guide them through the hotel. The Collector reenters the room and notices Elena has escaped before being alerted to the team's presence.
Upon entering the hotel, the team is attacked by various people who the Collector has captured and driven insane with drugs, forcing the team to shoot them. Arkin takes the opportunity to escape from Lucello. While wandering the hotel in separate groups, Arkin, Elena, and Lucello's team all encounter live humans being experimented on and human body parts rearranged to resemble insects, which are displayed in glass cases. Members of Lucello's team are killed or captured. Elena eventually finds a prisoner named Abby, who claims to be the Collector's ""favorite"" and is reluctant to break his rules. The two are separated when the Collector finds them.
Eventually, Lucello and his surviving team capture Arkin in a room, but the Collector intervenes, kills most of the team, and captures a team member named Paz. Later, Elena and Lucello reunite, rescue Paz, and find Abby, who asks to escape with them. Abby later tries to provide information of the group's location to the Collector before being killed. As police converge at the hotel, attracted to gunshots fired by Arkin, the Collector again kidnaps Elena. Lucello is caught in a trap and has to be left behind. Arkin and Paz find Elena strapped to an autopsy table, but when they approach, they are trapped in a cage that falls from above. The Collector appears and threatens to burn down the building, but Arkin manages to open the cage by having Elena re-break his arm so that he can reach the latch.
The group escapes and finds an exit door to the building, but it is jammed from the outside. The Collector appears again, kills Paz, and easily beats Arkin in a fist fight, thanks to the latter's broken arm. As the Collector is about to kill Arkin, Lucello intervenes, having escaped from his trap, and sacrifices himself so that Arkin can gain the upper hand. Arkin beats the Collector, throws him down a chute, and sets it on fire. As the building burns down, the firefighters hear Elena's screams and open the door from the outside, allowing Elena and Arkin to escape. As the two sit outside, Arkin notices a pile of trunks and, upon searching inside them, finds the Collector's burned mask with no corpse.
Sometime later, Arkin manages to track down the Collector's house by researching every registered entomologist within a 200-mile radius of their last encounter. Arkin confronts the unmasked Collector, holds him at gunpoint, and taunts him about his father, a museum curator who, Arkin has learned, was responsible for the Collector's madness and modus operandi. Arkin announces his intentions of torturing and eventually killing the Collector, so that he can never harm anyone again. When the Collector tries to attack him, Arkin forces him into the red trunk and locks him inside."	American
JoJo's Bizarre Adventure: Diamond Is Unbreakable Chapter I	2017	horror	Takashi Miike	Kento Yamazaki, Ryunosuke Kamiki, Nana Komatsu, Masaki Okada, Mackenyu, Takayuki Yamada	"Josuke Higashikata is a 2nd year high school student in M-Prefecture's town of Morioh, which has been plagued by a series of mysterious murders, who befriends the new kid Koichi Hirose while displaying strange powers in fixing Koichi's bicycle and later stopping a convenience store robbery by a delinquent acting under the influence of a water-like creature. Josuke later encounters a man in white named Jotaro Kujo, introducing himself as the youth's nephew while explaining that Josuke is the illegitimate son of his grandfather Joseph Joestar. Despite a brief fight from a misunderstanding, explaining their Stand psychic embodiments while displaying the time manipulative ability of his Stand Star Platinum, Jotaro warns Josuke that the murders are being caused by another Stand user. Josuke realizes the creature he saw the other day was a Stand, unaware that its Stand user is a serial killer named Anjuro ""Angelo"" Katagiri who is intends to kill the student for his interference. Angelo makes his move the next day during a rainy day by having his Stand Aqua Necklace sneak into the Higashikata residence and, despite failing to kill his mother Tomoko, murders Josuke's grandfather Ryohei as Jotaro arrives to the youth's aid. The two are overwhelmed by Aqua Necklace until Josuke tricks it into entering a rubber glove he secretly swallowed. Upon finding Angelo, Josuke avenges his grandfather by using the power of his Stand Crazy Diamond to fuse him into a rock while the serial killer reveals that he acquired his power from a mysterious arrow-using high school student.
During Ryohei's funeral, Josuke and Koichi follow a youth named Keicho Nijimura, Angelo's benefactor, to a derelict house where that are jumped by both him and his younger brother Okuyasu. As Okuyasu and his Stand The Hand hold off Josuke, Keicho drags Koichi into the house after shooting an arrow through the boy's neck with Josuke chasing after them once defeating his opponent who took an hit from his brother's Stand Bad Company. Josuke's act of healing Okuyasu is awarded when the latter helps him rescue Koichi while not intending to stand in their way of searching for the bow and arrow. Keicho goes on the offense in forcing Koichi to manifest his Stand, disappointed that it is a large egg, before being defeated with Josuke and Koichi finding an immortal abomination soon after. Keicho reveals the creature to be his father whose condition is the result of being a follower of Dio Brando, explaining that he has been creating Stand Users in the hopes that one of them might be able to end his father's suffering. Josuke, deducing that Mr. Nijimura has not completely lost his sense of self by repairing a family photograph that he was looking for, offers to help the Nijimura brothers restore their father's humanity despite Keicho being hesitant to hand the bow and arrow to him. But the group are suddenly attacked by another Stand, with Keicho sacrificing himself to protect Okuyasu. Josuke later meets again with Jotaro, swearing to continue his grandfather's work of protecting Morioh as Koichi and Okuyasu proceed to support him."	Japanese
Cloth, TheThe Cloth	2013	horror	Justin Price	Danny Trejo, Eric Roberts, Rachele Brooke Smith, Justin Price	"""The Cloth"" of the title, on which the story centers, is a secret organization which the Roman Catholic Church forms to counteract the rising number of cases of demonic possessions across the country. The story follows a young man (Kyler Willett) who, though he is godless, is recruited into The Cloth to prepare a new generation with the tools needed to stop the rise of Beezlebub, the ultimate evil.[6] The Cloth has found, much to the dismay of its members, that devout believers lack the capabililty for providing such tools, and thus that it needs an agent who refuses to believe in a god or gods to provide it with them."	American
Hansel & Gretel	2013	horror	Anthony C. Ferrante	Dee Wallace, Brent Lydic, Stephanie Greco, Steve Hanks, Clark Perry	"Teen siblings Hansel and Gretel Grimm are abducted by an elderly recluse named Lilith and witness the horrors of her home in the woods. Lilith and her moronic sons are involved in a conspiracy to fatten up children before she eats them and the local population to serve in meat pies in her local shop ""the Gingerbread House"". The plot revolves around their attempts to escape the clutches of this old age pensioner, and her mute sons."	American
Underworld: Rise of the Lycans	2009	horror	Patrick Tatopoulos	Rhona Mitra, Michael Sheen, Bill Nighy, Kevin Grevioux, Shane Brolly, Steven Mackintosh	"The film tells the story of Lucian, the first werewolf born capable of taking human form and the first to be called a Lycan. Viktor, a vampire elder, raises the child, envisioning a race of Lycan slaves guarding the coven's fortress during the day and working as laborers for the vampires at night. The forests and the countryside are filled with savage werewolves born from William's rampage, and human nobles have taken to begging Viktor for protection against the beasts: he grants it in exchange for tributes of silver, which enables him to keep his slaves under control. As Lucian grows up, he and Viktor's daughter Sonja (Rhona Mitra) fall in love, and in their adult years they begin a secretive intimate relationship. Sonja is reckless and insubordinate, and one night Lucian escapes the shackles preventing him from turning werewolf and rescues Sonja from his werewolf brethren. Despite acknowledging that Lucian rescued his daughter, Viktor cannot forgive the escape and has Lucian whipped and imprisoned.
By trading her seat on the vampire council, Sonja enlists the help of Andreas Tanis in orchestrating Lucian's release. Lucian, unable to flee alone, liberates the other Lycans as he escapes. Sonja remains, planning to meet Lucian in three days. As she prepares to leave she is visited by her father. Viktor asks if she assisted in Lucian's escape: she denies it, but he discovers the truth by biting her neck and reading her memories through her blood. Discovering her relationship with Lucian, he imprisons her. Meanwhile, in the forest, Lucian recruits both human slaves and werewolves to build a force against the vampires. In the fortress, the vampire council and nobles demand that Viktor recapture Lucian, as his Lycans have been attacking human estates, freeing their slaves and offering them immortality as Lycans themselves. Viktor replies that he is confident Lucian will return as he has something Lucian wants: Sonja.
Lucian learns about Sonja's imprisonment and eventually rescues her from her room but they are stopped from escaping by Viktor. Sonja, hoping to spare Lucian's life, reveals to Viktor that she is pregnant with Lucian's child. Disgusted, Viktor overpowers her and imprisons both her and Lucian. Sonja is unanimously sentenced to death by the council at a trial presided over by her father, and is executed by exposure to sunlight in Lucian's presence. Viktor later visits her body and retrieves her pendant.
Lucian turns werewolf, but his attempt to escape the fortress is thwarted by the Death Dealers. He is able to communicate with and control the wild werewolves, however, and summons them to storm the fortress. A melee ensues in which vampire council members, their aides and lesser vampire nobles are killed. Realizing that Viktor intends to flee, Lucian pursues him and they fight. Lucian traps Viktor by exposing him to shafts of sunlight and then stabs him through the mouth with a sword and pushes his body down into a nearby body of water. With the battle over, Lucian's deputy Raze declares that ""it is finished"", but Lucian knows this victory is only the beginning of what will become a war between the races.
The film's coda reveals Viktor, having survived his wound, on a vampire ship fleeing the fortress and being sealed in an elder hibernation chamber by Tanis. The opening scene of the first Underworld film is also shown, with the voice of vampire Kraven (Shane Brolly) revealing to Selene (Kate Beckinsale) that it was Viktor who had killed her family, not the Lycans, and that he had spared her life because she reminded him of his executed daughter Sonja; Selene, unaware of the truth, dismisses Kraven's statement as ""lies""."	American
Insidious	2011	horror	James Wan	Patrick Wilson, Rose Byrne and Barbara Hershey	"Married couple Josh and Renai Lambert, their children Dalton, Foster, and infant daughter Cali have recently moved into a new home. One night, Dalton is drawn to the attic when he hears creaking noises and sees the door open by itself. He falls from a ladder while investigating and sees a figure in the shadows. Hearing his terrified screams, Renai and Josh rush to his aid. The next day, Dalton falls into an inexplicable coma.
After three months of treatment without result, Renai and Josh are allowed to take Dalton home. Soon after, paranormal activity begins to occur; Renai begins hearing voices over the baby monitor when no one is in Cali's room. Foster says that Dalton sleepwalks at night, Renai sees a frightening figure of a man in Cali's room, who vanishes when Josh comes and the burglar alarm is repeatedly triggered for no reason. After Renai finds a bloody hand print on Dalton's bed, she questions Josh about the house, but he ignores her. That night, Renai is attacked by the figure from Cali's room, and the Lamberts decide to abandon the house and move elsewhere.
In the new house, Renai sees the ghost of a dancing boy who leads her to Dalton's room. Josh's mother, Lorraine, visits them one day, and says she had a dream in which a figure in Dalton's room replies ""Dalton"" when she asks what it wants. At the same time, she sees a monstrous red-faced demon standing behind Josh and screams, while Dalton's room is ransacked and Dalton himself is found lying on the floor.
Lorraine calls demonologists Elise Reiner, Specs, and Tucker. Upon entering, Elise senses a presence in the house and upon entering Dalton's room and she sees something on the ceiling. Specs draws the demonic, red-faced figure Lorraine saw.
Elise explains that Dalton is not in a coma; he was born with the ability to travel mentally to the astral plane, and had been doing so in his sleep, believing his abilities to merely be dreams. He had traveled too far and became lost in a purgatory realm called ""The Further"", a place inhabited by the tortured souls of the dead. Without his mental presence, Dalton's body appears comatose and spirits can use it to enter the physical world. Josh is skeptical until he realizes that drawings in Dalton's bedroom hinted at his astral projection abilities and the same red-faced demon Lorraine had seen.
Elise performs a seance to communicate with Dalton, but they contact the demon who uses Dalton's body to attack them until it is stopped by Elise. Elise reveals that her acquaintance with Lorraine is decades old, because she previously performed the same service on Josh when he was eight years old. Josh was terrorized by the parasitic spirit of an old woman. Lorraine dismissed his nightmares until the spirit showed up in her photos of Josh, progressively getting closer each time. Josh also possesses the ability to astral project, though he had suppressed his memory of the ability years prior with Elise's help. Dalton has inherited this trait from him. Elise tells Josh that the only way to rescue Dalton is for him to go into the Further.
Elise puts Josh in a trance and he is able to project himself to their previous house. He goes to the attic, but is attacked by the same figure that attacked Renai. After defeating him, Josh enters the Demon's lair, where Josh finds Dalton chained to the floor. Josh frees him, but they are caught by the demon while the spirits of the Further invade the real world and terrorize Elise, Renai, and the others. After managing to escape, Josh confronts the old woman that haunted him as a child. The old woman dissolves into darkness after Josh shouts at it to leave him alone. When Josh and Dalton return to their bodies, they wake up in their new home and the spirits seem to disappear.
As they celebrate the apparent end of their ordeal, Elise starts packing her equipment with Josh, when she senses that something is wrong, noticing Josh's hands look old and dirty, she takes a photo of him. Josh, enraged by this, strangles Elise to death. Renai is horrified when she discovers Elise's dead body and searches for Josh. Renai picks up the camera and sees that the image Elise took of Josh is the old woman that haunted him as a child, implying that Josh has been possessed. Josh suddenly puts his hand on her shoulder, says ""Renai, I'm here"", and she turns around and gasps."	American
Ajin Part 2: Shōtotsu	2016	horror	Hiroyuki Seshita	Mamoru Miyano, Hōchū Ōtsuka, Yoshimasa Hosoya, Hōchū Ōtsuka, Daisuke Hirakawa, Takahiro Sakurai	"The story is about a student named Kei Nagai (永井 圭, Nagai Kei), who discovers he is an ""immortal"" ""Ajin"" when he is hit by a truck. He is wanted by the government because the Ajin are considered dangerous inhuman beings and the only person who is there to support him is his childhood friend, Kaito. While the government claims to help Ajin live in a safe environment, they are actually using them as subjects for cruel and inhumane experimentation. As a result, Ajins that have escaped are bent on revenge – with the exception of Kei, who wants no part in the Ajin conflict. Kei is initially shown to lack empathy for others, even the people closest to him, but as Sato's actions become even more extreme, he eventually joins the fight to stop Sato's violent campaign."	Japanese
 You're Next	2013	horror	Adam Wingard	Sharni Vinson, Nicholas Tucci, Wendy Glenn, A. J. Bowen, Joe Swanberg, Barbara Crampton, Rob Moran	"Eric Harson and his girlfriend Talia finish having sex. After taking a shower, Eric finds Talia’s corpse and “You’re Next” written in her blood. Eric is then attacked and killed by Lamb Mask with a machete.
Later, a woman named Erin accompanies her boyfriend, Crispian Davison to his family reunion at their rural Missouri vacation home. Present are Crispian's parents Aubrey and Paul, Drake (Crispian's older brother) and Kelly (Drake's wife), younger Davison siblings Felix and Aimee, Zee (Felix's girlfriend) and Tariq (Aimee's boyfriend).
During a dinner argument, crossbow bolts are shot through the window, hitting and killing Tariq and wounding Drake. With their cell phone signals jammed by the attackers, Aimee runs out the front door to get help, but runs into a garrote wire which slices her throat. She quickly dies from blood loss. Crispian leaves the house to find help. Paul brings Aubrey to her bedroom upstairs; when Paul leaves, Fox Mask appears from under the bed with the machete and kills Aubrey. The rest of the family rushes upstairs to find Aubrey dead with the words ""You're next"" scrawled on the wall in blood and the machete stuck in her face.
Erin texts 911 and begins finding objects that can be used as weapons. She encounters Tiger Mask and evades his attack, wounding him in the process. Kelly returns to the bedroom and discovers Fox Mask still hiding under the bed; she panics and runs to the neighboring home. After pounding on the window for help, she gets inside but discovers the murdered couple who were killed at the beginning of the film, and is killed by Lamb Mask. Back at the house, Tiger Mask fails to kill Erin and is in turn killed by her with a meat tenderizer. Lamb Mask finds Drake, but Erin stabs him with a screwdriver and he retreats.
While exploring the house, Paul finds evidence that the killers had been staying in the house for some time. He tries to tell Zee and Felix, but Fox Mask slits his throat, killing him. It is revealed that Felix and Zee hired the assassins to murder the family and collect their inheritance. Meanwhile, Erin (still unaware of Felix and Zee's scheme) and Zee set up traps together; Erin explains that she grew up on a survivalist compound where she learned her combat and survival skills. Zee is about to attempt to kill Erin, but is interrupted. Felix lures Drake to the basement and fatally stabs him with several screwdrivers.
Erin overhears an argument between Felix, Zee, Fox Mask and Lamb Mask. Realizing their plans, she escapes from the house, injuring her leg in the process. Erin doubles back to the house and kills Lamb Mask by stabbing him in the head with a screwdriver. Realizing she cannot outrun the remaining killer with a wounded leg, Erin sets up a trap at the front door. Fox Mask, however, enters the house through a window, so she sets up an ambush in the basement and kills him with a log. With their hired assassins dead, Zee and Felix attempt to kill Erin themselves, but she brutally kills them both, sticking a live blender onto Felix's head and stabbing Zee through the head. Crispian calls Felix's phone, and when Erin picks up the call, he inadvertently reveals his involvement in the scheme. Crispian returns to the house and, ignoring his attempts to bribe her with money, Erin fatally stabs him in the neck and eye.
A policeman arrives and shoots Erin in the shoulder, having seen her kill Crispian. After calling for backup, he attempts to enter the house but is accidentally killed by Erin's front door trap that was intended for Fox Mask."	American
The Witch	2015	horror	Robert Eggers	Anya Taylor-Joy, Ralph Ineson, Kate Dickie	"In 1630s New England, a man named William is banished from a Puritan plantation alongside his wife Katherine, daughter Thomasin, son Caleb, and fraternal twins Mercy and Jonas, due to a difference in interpretation of the New Testament. The family leaves the plantation and builds a farm by the edge of a large, secluded forest far from the Puritan settlement. Katherine soon gives birth to her fifth child, Samuel. Thomasin is playing peekaboo with Samuel when he abruptly disappears. Samuel is then revealed to the viewer but not to his family to have been kidnapped by a witch, who crushes his body to pulp and uses it to make a flying ointment.[6]
Katherine, devastated, spends her days crying and praying. William takes Caleb hunting in the forest and confides to his son that he traded Katherine's silver cup for hunting supplies. On the farm, the twins play with the family's goat, Black Phillip, claiming that he speaks to them. That night, Katherine questions Thomasin about the disappearance of her silver cup while implying Thomasin was responsible for the disappearance of Samuel. After the children retire to bed, they overhear their parents discussing sending Thomasin away to serve another family.
Early the next morning, Thomasin finds Caleb preparing to hunt in the forest. She forces Caleb to take her with him by threatening to awaken their father. Their dog gives chase to a hare and Caleb follows on foot as the horse throws Thomasin off, knocking her unconscious. Caleb becomes lost in the woods and eventually stumbles upon the disemboweled corpse of his dog. He later discovers a moss-covered hovel. A seductive young woman appears at the door and lures Caleb towards her. Meanwhile, Thomasin awakens and reunites with her father, who is searching for her and Caleb. Katherine confronts Thomasin about taking Caleb into the woods and William reluctantly admits that he sold Katherine's silver cup.
That night, Caleb is found outside in the rain, naked and delirious from an unknown illness. Katherine suggests that her son's mysterious ailment is due to witchcraft and prays over him. The next day, Caleb suffers a violent seizure and expels a small apple from his mouth before dying. As Caleb nears death, his parents and Thomasin kneel reciting the Lord's Prayer which causes great distress to the twins who insist they cannot remember the words and implore the others to stop. The twins then accuse Thomasin of witchcraft and, in retaliation, she reveals their conversations with Black Phillip. Enraged, William boards both Thomasin and the twins inside the goat house. After dark, the twins and Thomasin awaken to find a hideous naked old woman drinking a white goat's blood. Meanwhile, Katherine is overjoyed by a vision of Caleb and Samuel's return. She begins breastfeeding the infant which is revealed to be a black raven pecking at her exposed and bloody breast.
The next day William finds the stable destroyed, the goats eviscerated, the twins missing and an unconscious Thomasin lying nearby with blood-stained hands. As Thomasin awakens, Black Phillip gores William before her eyes. William, dying, picks up an axe and contemplates killing the goat, but resigns himself to death and quotes from the Book of Job before being knocked into a woodpile. The commotion awakens the unhinged Katherine, who now blames Thomasin for the tragedies that have beset the family and tries to strangle her. Thomasin grabs a nearby billhook and kills her in self-defense.
Night falls and Thomasin, in desperation, urges Black Phillip to speak to her. The goat responds in human tongue and suddenly transforms into a man. He convinces her to sign her name in his book, guiding her hand as she does so and offering her the sights of the world and the luxurious life she wants to live. Thomasin wanders naked into the forest with Black Phillip, again incarnated as a goat, where she discovers a coven of witches dancing around a bonfire. The witches begin to levitate and a laughing Thomasin joins them above the trees."	Canadian
The Ruins	2008	horror	Carter Smith	Jonathan Tucker, Jena Malone, Shawn Ashmore, Laura Ramsey, Joe Anderson	"Two young American couples — Jeff (Jonathan Tucker) and Amy (Jena Malone), and Eric (Shawn Ashmore) and Stacy (Laura Ramsey) — enjoy their vacation in Mexico. They meet Mathias (Joe Anderson), a German tourist, who is looking for his brother Heinrich. His last known location is an archaeological dig at a remote Mayan ruin in the jungle. They are also joined by Dimitri (Dimitri Baveas), Mathias's friend. The group reaches the ruins of a Mayan temple, and are confronted by Mayan villagers with guns and bows. Mathias tries to explain their purpose, but the villagers do not understand Spanish or English. When Amy accidentally touches some vines the villagers become increasingly agitated. Dimitri approaches the villagers, hoping to appease them, but they shoot and kill him. The rest of the group flees up the steps of the ruins.
At the top, they find an abandoned camp and a shaft in the center. The group cannot call for help since Eric's phone has no signal. They hear a cell phone ringing from somewhere inside the ruins. Believing it is Heinrich's phone ringing, the rest of the group lowers Mathias down the shaft with a rope. The rope breaks and Mathias falls, becoming completely paralyzed. Amy and Jeff descend the temple steps hoping to reason with the Mayans, but to no success. In anger, Amy throws a clump of vines at them and hits a young boy, whom the Mayans promptly kill. They realize the Mayans are afraid of the vines, and won't let them go since they have touched them. Later, Stacy and Amy descend the shaft to help Mathias and to find the phone. Jeff and Eric rig a backboard and bring Mathias out of the shaft.
The next morning, Stacy sees a tendril of vine has crept into a wound on her leg. The vines have also wrapped themselves around Mathias's lower legs and eaten them down to the bone. Eric and Jeff are barely able to remove the vines from Stacy but cannot get them off of Mathias. The cell phone is heard again from deep in the shaft so Stacy and Amy descend again. In a small, vine-covered room, the two find the body of the young archaeologist, Heinrich's friend, and a broken phone. They then realize that the ringing sound are made by the flowers of the vine. As Amy touches one flower, the vines attack and the two barely escape.
The group now realizes that the vines are predatory, which is why the Mayans won't let anyone leave. As Mathias' condition worsens, Jeff amputates his legs to avoid an infection. Stacy becomes jealous at Eric comforting a distraught Amy. Later, she accuses them of having sex and claims that she overheard Amy moaning (the sound is implied to be made by the flowers). While the four argue, the vines suffocate Mathias by creeping down his throat.
In the morning Eric brings in Amy and Jeff into the tent and tells Stacy to show them what is on her back. She turns around and exposed her back and the group can see vines underneath her skin . Eric pours alcohol over her leg to sterilize it and then cuts it to remove the vine. He then proceeds to remove the three-foot-long vine from her spine. After they remove the vines she tries to take the knife, claiming that the vines are in her head. To calm Stacy down, Amy offers her some of the alcohol they used to sterilize her wounds. As Stacy proceeds to drink, the rest of the group watches her as a vine moves under the skin in her forehead, revealing that her accusations of them being there are true.
The next morning, Stacy awakens and leaves the tent, where the rest of the group is sleeping. She finds a backpack, which contains a knife. Jeff heard moans coming from outside and goes to see what is going on. Then Jeff and Amy follow out with Eric. Jeff walks over to Stacy trying to calm her down as she has a deep gash on her forehead and is slicing up her thigh to get a vine out. He touches her and she flails the knife at him, slicing his palm. He backs away. Eric approaches Stacy trying to calm her down also. As he touches her back to calm her, she spins around and fatally stabs him in the chest. While the rest try to calm Stacy down, Eric is dragged away by the vines. Overcome with remorse, Stacy begs Amy to kill her, and Jeff kills her out of an act of mercy.
Jeff makes a plan for Amy to escape. He smears Stacy's blood all over her, then carries her to the bottom of the temple and lays her on the ground. He then provokes and berates the Mayans, drawing their attention away from Amy. The Mayans eventually shoot Jeff with arrows. Amy gets up and runs through the jungle with the Mayans chasing after her. Jeff is killed by the Mayan leader with a gunshot to the head. After escaping from the Mayans, she reaches the Jeep and manages to drive away, only to realize that there are vines growing inside her head.
After Amy's escape, Dimitri's two Greek friends are walking through the woods and come up to the temple, looking for him.
Director Carter Smith told an interviewer, ""We shot a bunch of different stuff to see which one would work best with the finished film. There's a testing process you go through with a studio movie and as frustrating as it can be, it also really gives you a good sense of how an audience feels about an ending. Our final decision was informed by what audiences found the most satisfying after watching a really punishing film. I love the ending of the book, but if the movie had ended the same way, the audience would have wanted to kill themselves.""[1]"	American
Nurse 3D	2014	horror	Doug Aarniokoski	"Paz de la Huerta
Katrina Bowden
Corbin Bleu"	"Abby Russell is a serial killer who murders men who cheat on their women, a job that she thoroughly enjoys, as it allows her to ""keep scum off of the streets"". She murders a man by slicing through his femoral artery and then throwing him off the roof of a nightclub. The following day she attends the graduation ceremony of nurse Danni Rodgers, a student she has been mentoring, where she meets Danni's mother and stepfather Larry Cook. However, Danni is ill-prepared for her first true day of nursing duty and is berated by her superior, Dr. Morris for her inability to respond quickly to an emergency situation. Abby views the situation with disgust, as she knows that Dr. Morris is a sadist who enjoys harassing new nurses.
Abby is further irritated when Danni chooses to call her paramedic boyfriend, Steve, for support rather than approaching Abby herself. She is pleased when Danni's call to Steve ends badly due to a fight over Danni's refusal to move in with him. She explains to Abby that she is unwilling to trust her stepfather enough to leave him alone with her mother. This distrust is later justified when Abby and Danni witness her stepfather having an affair while the two women are on their way to go drinking at a nightclub, which results in Danni drinking that night. Unbeknownst to her, however, Abby spikes her drink with a date rape drug, which enables Abby to get Danni to have sex with both her and random strangers. The next day Danni wakes to find herself in Abby's apartment and leaves, despite Abby's plea for Danni to skip work and spend the day with her. Afterwards, Abby downloads several photos that she had taken from the previous night before leaving to see a psychiatrist, which is revealed to be Larry.
Abby seduces Larry by saying that she's addicted to men, alluding to her past history with her father. Confirming that he is unfaithful to Danni's mother, Abby shows up at his place of work one day and convinces him to give her a ride, during which she paralyzes him with vecuronium bromide, resulting in a car accident. After hearing of her stepfather's death, Danni seeks solace from Abby, only for Abby to grow angry when Danni says that she's going to move in with her boyfriend. Abby comments that she hopes that Larry's genitals were severed in the car crash. When Danni realizes that Abby knows about the car crash even though Danni never told her how he died, Danni leaves. This infuriates Abby, who decides that instead of seeking to help Danni, she will now hurt her. She accomplishes this by slowly convincing Detective John Rogan that Danni is mentally unstable and obsessed with Abby.
The next day, Abby runs into Rachel Adams, a new human resources employee that remarks that Abby greatly resembles a girl she knew that was sent to a mental institution. Abby invites Rachel out for drinks and takes the opportunity to harass Danni by calling her via Skype and showing Danni a video of Abby injecting chemicals into Rachel. Danni tries to go to the police, only for Detective Rogan to dismiss her claims as evidence of her trying to hurt Abby because the other woman didn't return her affections. He uses the photographs Abby took as proof to this effect, which Steve sees as a result of Danni summoning him to the police station for support. This prompts an argument between the two, and Steve leaves in a fit of anger. Danni tries to approach Morris for help, only for him to use this as an opportunity to blackmail Abby into having sex with him. Abby initially pretends to agree to this arrangement but uses the opportunity to dismember and murder him. That same night Abby also knocks out Rachel and drags her away to her death.
Danni goes to the mental institution that Rachel had referred to, where she learns about Sarah Price, a little girl who killed her father after learning he was having an affair, and witnessing him severely beating her mother. Danni discovers that Sarah was taken in by a nurse at the institution named Abigail Russell. Danni then realizes that Abby is Sarah and has taken the name of her caretaker. Danni then tries to call Rachel to warn her about Abby, only to find that Rachel's phone is in her car. She then receives a call from Abby, who implies that she will kill Steve in the same manner as Rachel.
Danni rushes to the hospital, where she and Abby begin to fight. The staff initially tries to intervene, only for Abby to set off on a killing spree and lock herself into a lab. Danni and Steve pursue her, and Abby stabs Steve in the neck and runs off. Abby rushes home, where she is confronted by Detective Rogan, who tries to arrest her. Noticing that her neighbor Jared is viewing the situation, Abby pretends that Rogan is trying to rob her. Her neighbor then comes outside and hits the detective over the head with a bat, killing him instantly. Her neighbor is horrified to discover that Rogan is a cop, but Abby convinces him to hide the body, saying that Rogan was corrupt and that Jared would be treated badly since he is now a cop killer. Abby assumes the identity of human resources employee Rachel Adams."	American
