Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
No Good Deed	2014	thriller	Sam Miller	"Idris Elba
Taraji P. Henson
Henry Simmons
Wilbur Fitzgerald"	"In Tennessee, a prisoner Colin Evans (Idris Elba) is in a police van on the way to court with two policemen. It is revealed that Colin has been in prison for over 5 years for manslaughter. He pleads with the court to be granted parole, saying that he is a changed person. The court denies parole, claiming that he is not trustworthy enough. On the way back to prison, a frustrated Colin outwits the policemen in the car, murders them both, and escapes with the van.
At the same time, in Atlanta, Terri Granger (Taraji P. Henson) is home with her young children. Her best friend Meg (Leslie Bibb), a young, carefree woman suggests that Terri relax and not stress herself with her children and husband. Meg knows that Terri's relationship with her husband has taken a rough toll on her. Hence, Meg tells her not to worry and that she will visit her at night for a 'girls' night' to cheer Terri up. Terri's husband Jeffrey (Henry Simmons) arrives home just long enough to pack his things and visit his father, leaving her quite abruptly with their two children.
Colin stalks his ex-fiancée, Alexis (Kate del Castillo), and witnesses her meeting another man at an outdoor cafe. She greets the man with a hug and joins him at a table. Colin then follows her home and they get into a violent argument, resulting in him murdering her in his fury. Later he is seen driving on a dark road in a terrible storm in which he loses control of his car and it crashes into a tree. He leaves the scene of the accident and starts walking down the road where he notices that there is only one house with the lights on, which happens to be Terri's. He rings her bell and asks Terri if he can use her phone to call for a tow truck. She is at first apprehensive but gives him the phone. Later after chit chatting with him and feeling comfortable she invites him inside so he can take shelter from the storm as they wait for the tow truck. They chit chat some more and Terri reveals that before she married and had children she was a criminal prosecutor for the District Attorney's office. Colin tells Terri that he just broke up with his fiancée because she was cheating on him.
Not long after this, Meg arrives and is shocked to see Colin. When she inquires about where he lives, he is evasive. Later, the three talk and share glasses of wine. When Terri leaves momentarily to comfort her baby, Meg and Colin are left alone. Colin asks to be excused for a cigarette break. Meg follows him into the garage, smokes with him and resumes her attempts to find out more about him. Colin suggests that he is having an affair with Terri but his explanation for why Terri wouldn't have previously confided this to Meg doesn't ring true. Meg bluntly tells him that his story ""doesn't add up"" and declares that she will find out the truth. She begins to call out to Terri but Colin quickly grabs a shovel and bashes Meg in the head with it, killing her.
Terri returns to the hall after putting her baby to bed and is surprised to see that Meg is not there. Colin tells Terri that Meg left, but Terri is overcome by suspicion, especially when she sees Meg's umbrella in the stand. Terri realizes that Colin is not the nice person that he appeared to be. Alarmed, she rushes to the kitchen to call the police, only to find out that Colin has disconnected all the wires and hidden all of her knives. Realizing that her and her children's lives are in danger, she rushes to Ryan's bedroom, only to find Colin playing with her. As they walk out of Ryan's bedroom, Terri hits him with a fire extinguisher and sprays him in the face with it. He falls down the stairs and she runs to get her children. But as she leaves Ryan's room she sees that Colin has recovered when he appears outside the girl's room. He tells her to put the children back in their rooms and now that he has revealed his gun Terri is forced to obey him (including taking her clothes off in his presence). In a brief moment where she strikes him unconscious, she manages to flee to the home office where there is a fax machine. She then dials 911 for help. Colin recovers and finds her in the office. He yanks the phone out of her hand just as she finishes her call. She begs him to leave telling him that the cops are coming, and his blood is all over her kitchen (because she managed to cut him) but Colin forces her to take the children and get into her vehicle. He forces Terri to drive. While walking out of the garage, Terri sees Meg's dead body on the floor.
Tearfully, Terri asks him why he is doing this, to which Colin replies that she will see for herself soon. He refuses to tell her their destination. As they pass a police car on the road, Terri flashes her headlights when she thinks Colin is not looking, hoping to catch their attention. The police car forces them to pull over and a young policeman interrogates them. He requests that Terri step out of the vehicle, which she does. He asks her if she is all right, to which she is forced to reluctantly agree because Colin is alone with her children in the vehicle. The policeman senses her reluctance, but before he can do anything, Colin steps out of the car and shoots him dead. He shoves Terri back into the vehicle and they resume their journey.
Colin makes Terri drive to a house with the children. This is Alexis' house. She panics when she sees Alexis' dead body in the bedroom. As she tries to find the first-aid kit in the house, the high winds from the storm cause Terri's car alarm to sound off. Worried that the noise will attract attention, Colin binds her hands behind her back and her feet with medical gauze while he goes to check on the car. As Colin exits the house, Alexis' phone rings. Terri manages to free herself from being bound to answer Alexis' ringing phone, and the voice turns out to be Jeffrey (Terri's husband), who is calling Alexis to find out why she hasn't arrived at the hotel yet to meet him. It is only then that Terri realizes that he was not out of town with his father after all and has been having an affair with Alexis. Terri also realizes that the encounter with Colin was not random(when his car was totaled in the beginning and asked Terri for help), and that Colin wants revenge on Jeffrey because of his affair with Alexis. Terri tells her surprised husband the truth and has him call 911. She misleads Colin into thinking that they have escaped and hides her children. When Colin discovers her, she attacks Colin once more, this time grabbing his gun and shooting him until he falls out of a window, dead.
The police arrive, along with Jeffery, he tells Terri that he is sorry and that Alexis meant nothing to him. Terri punches Jeffery in the face and walks away. Sometime later, a much more confident Terri evidently goes back to her career, and is starting a new life by moving into a new house with her children."	American
Oldboy	2013	thriller	Spike Lee	Josh Brolin, Elizabeth Olsen, Sharlto Copley	"In 1993, alcoholic advertising executive, Joe Doucett, becomes intoxicated and before passing out, sees a woman with a yellow umbrella. When he wakes, he finds himself locked within a hotel room. His unseen captors provide him with food and hygiene items, but do not explain why he is captive. Joe sees a news report that says his ex-wife Donna was raped and murdered and he is the prime suspect, while their infant daughter Mia was adopted.
Over the next twenty years, Joe works himself into shape, compiles a list of all those who would want to imprison him, and writes letters to eventually give to Mia. One day, he sees an interview with Mia, who says she would forgive her father if she ever saw him.
Joe is drugged shortly thereafter, and wakes to find himself outside with a cell phone and a small amount of money. He spots the woman with the yellow umbrella and gives chase, but ends up running into Marie Sebastian, a nurse that offers to help. He refuses but takes her business card. Joe goes to his friend Chucky, and explains what has transpired. While there, Joe gets a call on his cell phone from a man calling himself the Stranger, mocking him. Joe spends a great deal of effort to determine if any of the men on his list are the Stranger, but they all prove to be innocent. Joe collapses from dehydration, and Chucky calls Marie to help. While he recovers, Marie is taken emotionally by Joe's letters to Mia, and offers to help him further. She is able to help identify a Chinese restaurant that Joe's food came from while imprisoned.
Joe follows a delivery from the restaurant to a warehouse where he was imprisoned, and meets Chaney, its owner. Joe tortures Chaney into confessing that the Stranger arranged for his imprisonment. On return to Chucky's bar, Joe finds the Stranger there with the woman with the yellow umbrella, his bodyguard Haeng-Bok. The Stranger says they have kidnapped Mia, but if Joe can determine his identity in 46 hours, he'll let Mia free, give Joe $20 million in diamonds and proof of his innocence in Donna's murder, and the Stranger will even commit suicide.
Joe learns that Chaney and his men are seeking revenge by attacking Marie, and he races there, only to be captured by Chaney. Just as Chaney is about to beat him savagely, the Stranger calls Chaney and offers to pay him for Joe's release, and Chaney lets them go. Marie recognizes the ringtone from the Stranger as the theme song to Evergreen Academy, where Joe attended. At the school, they look through yearbooks; Joe recognizes one student, Adrian Doyle Pryce, and recalls tormenting his sister, Amanda, for her promiscuity, which led to rumors that their father, Arthur, had incestuous relations with them both. As a result, Arthur moved them to Luxembourg, but later murdered his wife and Amanda and committed suicide. Joe calls Chucky with the name, and Chucky confirms Joe's guess that the Stranger is Adrian. Adrian, who has cloned Joe's phone, overhears the conversation, and enraged by Chucky's contempt of him, kills Chucky before Joe can arrive. Joe hides Marie in a hotel for her safety, and they end up having passionate sexual intercourse, unaware Adrian is watching through hidden cameras.
Joe goes to Adrian's penthouse, defeats Haeng-Bok, and confronts Adrian. Adrian congratulates him, giving him the diamonds and escorting him to where Mia is. However, Adrian asks Joe to think why he had let Joe go in the first place, and shows that the interview with Mia was all a set-up, and ""Mia"" was a paid actress. Adrian shows Joe that Marie is really his daughter, and had engineered events to this point to make Joe feel what it is like to lose everything. Adrian then fulfills his promise and commits suicide. Shaken, Joe writes Marie a letter saying they can never see each other again, and leaves her most of the diamonds, using the rest to pay Chaney to return him to the captivity of the hotel room."	American
Scorned	2014	thriller	Mark Jones	"AnnaLynne McCord
Billy Zane
Viva Bianca"	"Kevin (Billy Zane) and Sadie (AnnaLynne McCord) have been dating for six months, and Sadie tells her friend Jennifer (Viva Bianca) that she believes Kevin will propose to her on a weekend getaway, and invited her to be maid of honor. Jennifer cautions Sadie about marrying a man she has only known six months. At their weekend away, Sadie finds a sexual text from another woman on Kevin's phone
An argument ensues, and Sadie pepper-sprays Kevin and knocks him out with a fireplace log. Kevin awakens tied to a chair. At first confused and seemingly believing it to be some sexual fantasy, he remains calm. However, Sadie tells him that she knows about his affair with Jennifer. Sadie, pretending to be Kevin, says Sadie and Kevin have broken up and invites Jennifer to join him. Sadie takes Kevin to their bedroom, ties him to the bed and gags him, then places candles and rose petals as well as some spiked champagne for Jennifer. Jennifer arrives, follows the petals, drinks the champagne and quickly undresses.
As Jennifer reclines atop Kevin, believing his gag and other ties to be a sexual fantasy, Sadie knocks her out. Jennifer wakes up in a bathtub in which Sadie tells her that in olden days adulterers had their hair cut off, which Sadie proceeds to do to her. Jennifer and Kevin wake up with Jennifer now tied to the bed and Kevin tied to a chair. Bringing up both a microwave and Jennifer's dog, Bootsie, Sadie threatens to microwave the dog if Kevin doesn't perform oral sex on Jennifer. Sadie justifies this as being a cure for them and saying now they don't have to do it behind her back, Kevin eventually agrees. After feeding them and fending off a visiting neighbor, Sadie stops Kevin from getting his gun. In retaliation, Sadie electrocutes the pair and puts Jennifer's hand in a machine that breaks all her fingers. She also breaks Kevin's ankle with a sledge hammer.
Sadie tells Jennifer the story of her childhood dog. She loved the dog but the dog fell in love with her sister, so Sadie drowned her sister. She adds that she never blamed the dog. Upstairs, she tells Kevin that they need to get rid of his wandering eye and partially blinds him. Sadie takes Jennifer to a boat, planning to drown her, but Jennifer escapes and intercept a car, only to find Sadie driving. Once caught and driving with Sadie, Jennifer falsely professes her love for Sadie, saying that the affair was to end their relationship so she could be with Sadie. Jennifer kisses Sadie and then rolls out of the car in an attempt to get away but hurts herself. Sadie gets out of the car and chokes Jennifer to death.
Driving away, Sadie is pulled over by the police who tell her that a criminal has broken out of jail and she should keep an eye out. Jennifer, however, is still alive and stumbles toward the police, only to be hit by an oncoming truck. Sadie drives away and, finding the criminal, lets him into the car. She proceeds to have sex with him and then kills him, thanking him for being her alibi. Driving back to the house, she finds Kevin has broken free and chases him. Kevin dodges the bullets she fires and manages to make it to the boat, but dies in the ensuing fight. Sadie sets up the scene as if the criminal raped her and killed her boyfriend and tells this to the police, using her mangled fingers, which she also put in the machine, as evidence. A few months later, Sadie has a new boyfriend, who is revealed to be cheating on her, too."	American
After	2012	thriller	Ryan Smith	Steven Strait, Karolina Wydra, Sandra Lafferty, Madison Lintz	"In 2012, Ana, a failed writer who works as a nurse, meets Freddy, an aspiring comic book artist, on a bus. Though Ana brushes him off, Freddy persists in conversation. The two are surprised to find that they live on the same street in a small town, but before they can talk any further, the bus is involved in an apparent crash. Ana wakes up in her bed, late for work. When she arrives at the hospital, it seems deserted, though she finds a mysterious, barely-intelligible audio recording. Although the town initially seems empty, loud music draws her to Freddy's house. After comparing experiences, the two set off to explore the town.
At a police station, they find that all communications channels, including radio transmitters, are down. As they explore the town limits, they discover a dark wall of fog encircles the town and is slowly encroaching. Unwilling to drive through it, they retreat to the center of town, which they discover has suddenly reverted to 1992. As Freddy unsuccessfully attempts to get the attention of passers-by, Ana observes a younger version of herself interact with her Aunt Lu. After they suddenly shift back to 2012, Freddy estimates that they have three days until the fog engulfs them. The two discuss theories, including whether they have died in the bus crash.
Remembering the recording at the hospital, Ana shows it to Freddy. They are surprised to hear a real-time conversation in which doctors discuss cutting off life support for Ana in three days, as she has been in a coma for two months. Ana explains that after her aunt's protracted coma and eventual death, she signed a living will. Freddy suggests that the fog represents Ana's impending death, and the two reluctantly enter the fog to find answers. They find a locked door, thousands of keys, and a chain. They flee back to town when they hear monstrous growling, and a chained monster chases them. As they gather supplies, Freddy experiences a memory of his step-father, who attempts to bond with him after Freddy gets in trouble at school.
Ana describes a play she wrote about a monster similar to the one that chased them, and Freddy shows her a comic book that he made that ends with a locked door and thousands of keys. Convinced that their experiences and memories are being brought to life, the two go to a fairground they both visited on the same day in 1992. There, they observe a brief meeting between their younger selves. Convinced that they must face the monster, they set a trap, but it only frees the monster from its chains. Freddy and Ana hole up in a church. When Ana suddenly becomes ill, Freddy leaves to confront the monster by himself. Ana is horrified to see him dragged off, and she retreats to her childhood house.
There, she experiences a memory in which she performs her play with Aunt Lu. During the play's climax, Freddy's friends coerce him into petty vandalism that results in an accidental fire and Aunt Lu's coma. Back in 2012, a bruised and battered Freddy appears and apologizes before sinking into unconsciousness. When the monster appears, Ana kills it and takes the crucial key from its corpse. She drags Freddy to the door inside the fog, and when the key opens it, she pulls him across the threshold so that they escape together. In the hospital, Ana wakes up and rushes to find Freddy, whom she learns has already been released. His caretaker explains that Freddy has partial amnesia and remembers little except the crash itself. Using his sketchbook and an emotional embrace, Ana helps him to remember their shared experiences."	American
The Raven	2012	thriller	James McTeigue	John Cusack, Alice Eve, Oliver Jackson-Cohen, Luke Evans, Brendan Gleeson, Kevin McNally, Pam Ferris, Sergej Trifunović, Ian Virgo, Sam Hazeldine, Brendan Coyle, M. Emmet Walsh	"In 19th-century Baltimore, Maryland, several policemen discover a murdered woman sprawled on the floor of her apartment, which was locked from the inside. While police search for the killer's means of escape, they discover a second corpse in the chimney, later identified as the 12-year-old daughter of the first victim. A celebrated detective, Emmett Fields (Luke Evans), is called to assist in the investigation and discovers that the crime resembles a fictional murder in a short story, ""The Murders in the Rue Morgue"", that he once read.
The writer Edgar Allan Poe (John Cusack) is brought to Fields for questioning. After finding the body of Griswold (John Warnaby), a rival of Poe, cut in half by a pendulum (as in Poe's story ""The Pit and the Pendulum""), the pair deduce that someone is staging murders based on Poe's stories. Edgar's love, Emily Hamilton (Alice Eve), is kidnapped at her father's (Brendan Gleeson) masquerade ball, like the one described in Poe's ""The Masque of the Red Death"". The killer taunts Poe in a note, demanding that Edgar write and publish a new story. Poe's lodgings are burned down by people who believe he is exploiting the murders for his own journalistic ends, and he is forced to move in with Fields.
A clue from the killer referring to ""The Cask of Amontillado"" leads Poe and Fields to search the tunnels under the city with several policemen, discovering the walled-up corpse of a man dressed as Emily. The man is determined to be a sailor, and the clues on his body bring the pursuers to Holy Cross Church, where an empty grave with Emily's name on it has been prepared. As the police attempt to break down the church doors, the killer attacks and kills one of the policemen, then shoots and wounds Fields. Poe gives chase on horseback, but the killer escapes.
Poe writes one last newspaper column, offering his life for Emily's, suggesting that he could take poison. In the morning, the maid gives Poe a letter from the killer, accepting his terms, but the note was delivered long before the paper was distributed. Realizing that the killer must work at the paper, Poe races to confront his editor, Henry (Kevin McNally), but Henry is already dead, another note lying next to him.
The real killer is the paper's typesetter, Ivan Reynolds (Sam Hazeldine), who congratulates Poe and offers him a drink. Ivan attempts to converse with Edgar, but Poe demands Emily's location. Ivan pours a vial of poison, promising to end the story as Poe had written it. Poe agrees and drinks the liquid. Ivan quotes ""The Tell-Tale Heart"", cluing Edgar that Emily is concealed beneath the printing floor. As the killer leaves, Poe uses the last of his strength to tear up a false section of floor and open a trapdoor leading to Emily's prison.
Poe rescues Emily, and they share a poignant moment before she is taken away by ambulance. Delirious from the poison, Edgar wanders off to a park bench to die. A man walking in the park recognizes him as the famous writer, and asks if he is all right. Poe can summon only enough strength to say, ""Tell Fields his last name is Reynolds."" Later, when Fields comes to view Poe's corpse at the hospital, the attending physician is unable to tell him the exact cause of death, but mentions that the writer was incoherent, insisting that ""his last name is Reynolds."" Fields ponders the meaning of the phrase, slowly connecting the dots.
Ivan disembarks from a train in Paris. As a porter carries his luggage, Ivan climbs into a carriage and is confronted by Fields. He lunges for the detective, and Fields shoots him at point blank range."	American
The Lazarus Effect	2015	thriller	David Gelb	"Mark Duplass
Evan Peters
Oliva Wilde"	"Medical researchers Frank (Mark Duplass) and his fiancée, Zoe (Olivia Wilde), have developed a serum, code-named ""Lazarus"". It was intended to assist coma patients but is shown to actually be able to bring the dead back to life.
With the assistance of their friends, Niko (Donald Glover), Clay (Evan Peters), and videographer Eva (Sarah Bolger), they run a successful trial on a recently deceased dog. However, they notice that the dog is behaving differently than it did when it was alive: its cataracts disappear, it loses its appetite, and it demonstrates other strange abilities. Tests reveal that the serum, instead of dissipating, is constructing strange new synapses within the dog’s brain.
When the dean of their university learns of their underground experiments, their project is shut down. They are also informed that a major pharmaceutical corporation has bought out the company that funded their research. The company and their attorneys confiscate everything associated with the project.
Frank and his team sneak back into their lab to duplicate the experiment so that they can prove that they created the serum. During this attempt, things go horribly wrong and Zoe is fatally electrocuted. Unwilling to let her go, Frank uses the serum to resurrect her. Initially, the procedure appears to be a success, but the team soon realizes that something is wrong with Zoe. She claims that when she died, she went to her version of Hell, which was a nightmare originating from her childhood: during a fire in her apartment building, she witnessed trapped neighbors burning to death. She also begins to demonstrate unusual psychic abilities.
The serum causes brains to ""evolve"" incredibly rapidly, giving Zoe superhuman powers such as telekinesis and telepathy. It also causes increased aggression and insanity. Niko walks into a room and is surprised by Zoe. After he refuses to kiss her, she uses telekinesis to throw him into a locker and crush it with him inside, killing him. Using her new abilities, she cuts the power to the entire lab. When Clay demands to know where Niko is, she kills him as well by lodging an e-cigarette into his throat, resulting in him choking to death. Later, Zoe kills Frank after he attempts to inject her with poison. Zoe then injects herself with an entire bag of the serum, making her abilities stronger than before.
Eva, who is still alive and trying to locate Zoe to inject her, is left in the dark. Zoe eventually finds Eva and sends her into the Hell that she went to when she died. Inside the nightmare, it is revealed that Zoe was the one that caused the fire in the building, causing her to go to Hell upon death. Eva is able to escape and inject Zoe with the syringe, but that only happened in her mind and not reality; Zoe then kills Eva. Afterwards, she injects Frank with her own blood (which is saturated with the serum) in an attempt to bring him back from the dead."	American
28 Hotel Rooms	2012	thriller	Matt Ross	Marin Ireland, Chris Messina, Robert Deamer, Brett Collier	A novelist and a corporate accountant conduct an affair over a period of several years, meeting only when they are each traveling for work in a city far from their homes. The film takes a minimalist approach: it consists entirely of scenes between the two of them in hotel rooms.[2]	American
Silence Becomes You	2005	thriller	Stephanie Sinclaire	Alicia Silverstone, Sienna Guillory	"Two sisters, Violet and Grace, live a sheltered life within a secluded New England mansion, inherited from their parents. Their father abused them during their childhood throughout the film, believing that they were ""gifted"" and home-schooling them whilst practically forcing them to complete recreational activities, such as painting and playing musical instruments, and hurting them either physically or mentally if he was not pleased with their effort. Because of their gloomy childhood, the two sisters have formed a strong bond and are incredibly close, however have also lost touch with reality and often come up with ""evil"" schemes together, their most recent being to lure a young traveller, whom Violet encounters in a bar, into their home and seduce him. It is never revealed why they have chosen to do this, however it is suggested that the sisters, especially Grace, want a baby to raise together.
Violet catches the eye of the traveller whilst he is with another woman in the bar, and openly flirts with him by dancing gracefully. Enchanted, he abandons his date and leaves with Violet, already drunk. The two return to the mansion, where Violet and Grace flirt with him briefly before dragging him upstairs to the spare bedroom, where he collapses. The next morning, the trio have breakfast together, where the traveller introduces himself as Luke, and the sisters invite him to stay for a few days. He agrees, clearly having taken a liking to Violet. That evening, he invites her for a drive and the two leave Grace on her own for several hours. While out, Luke proposes that they run away together, but Violet laughs this off, claiming he barely knows her and they wouldn't be able to manage with little money. Violet admits that she wants Luke to fall in love with her, but he claims he ""doesn't do love"". Despite this, the two share their first kiss on the way back. The two return home to find Grace sulking, who claims that Violet is ""breaking the rules"". Eventually cheering up, the sisters suggest that they play ""the alpha game"", an activity in which they attempt to connect with Luke mentally after they count him down into the ""alpha state"". Whilst under, Luke experiences visions of the girls' father and becomes disturbed by this, accidentally strangling Grace after waking up. The next morning, Grace tells Violet that she wants him gone, but she refuses.
Luke continues to push Violet to leave with him, but she cannot bring herself to even consider leaving Grace. Later, the two of them slip away while Grace demonstrates her archery skills and make love for the first time. They begin an intimate relationship, much to the distress of Grace, whose flashbacks become increasingly surreal and intense, a notable one being of her suddenly setting fire to a box of matches without touching them after her father had been trying to get her to move a flame in the same manner, and she begins to lose her mind. Luke begins experiencing visions of the girls' father as well, and decides to leave the mansion alone after Violet refuses to come with him. Grace attempts to reconnect with her sister, but Violet becomes depressed after realising she loved him. Meanwhile, Luke encounters his girlfriend from the beginning of the film and they briefly reconcile, however he realises afterwards that he is in love with Violet, and decides to return to the mansion. Despite Violet's happiness, Grace grows incredibly jealous and begins cutting herself at night.
After discovering that she is pregnant, Violet finally agrees to go away with Luke, ignoring Graces' warnings. In a final attempt to get her sister back, she hatches a plan to seduce Luke while Violet is out. Showing minimal restraint, Luke sleeps with her, but regrets it immediately afterwards and begins to hate Grace, who doesn't hesitate in revealing what happened between them. Distraught, Violet runs out of the house but Luke follows her and apologises. The two decide to leave there and then, driving away as Grace watches from the window. The couple stay in a motel overnight, where Violet reveals her pregnancy. Luke concludes that he is happy and promises to get a job. The next morning, they begin making their way to California, however Violet drives back to mansion whilst he is asleep. Luke is furious that they are back, but after Grace calls a truce, he agrees to stay for one more night. Violet goes to the market to buy some supplies for a ""celebratory feast"", while Grace tells Luke about a painting of him that she needs him to pose for so she can finish it.
Grace has Luke stand on a table with his hands tied behind his back, and begins painting. Whilst doing so, she begins to hear her father's voice again, and it is here that the extent of her insanity is revealed. It is confirmed by a film that Grace is projecting onto the wall that their father abused them, showing him pushing her into their swimming pool and filming her struggle. Grace begins crying as she suffers severe flashbacks, gripping the paintbrush so tightly that her hand starts bleeding, as well as picking up her bow and arrow and pointing it at Luke. Having had enough, Luke snaps at her, telling her she is crazy, and attempts to escape, knocking over a candle as he does so, which sets the paintings alight. Grace has the same flashback about trying to move the flame with her mind, and fire grows as she hears her father's words, possibly proving her telekinesis, and suggesting that this is her final attempt to get rid of Luke. Violet senses something is wrong and returns to the mansion - just in time to see Luke die in the fire. Grace escapes unharmed.
After Violet has a miscarriage in the bath, she finally decides to leave the mansion once and for all. It is revealed that Grace is now pregnant, suggesting that she got what she wanted all along. The film ends with a heavily pregnant Grace knitting a babygrow. Her father appears next to the cot she has out prepared, but as she walks over she simply opens a window and goes back to her knitting."	British
Sin of a Family	2011	thriller	Unknown		"After a body was found at the lake, the police identifies it as Jeong Min-hwan, a young autistic boy, who went missing two months earlier.
While struggling in his troubled relationship with his son Gyeong-su, Detective Jo Chang-shik is assigned to the case. As part of the investigation, he visits the victim's family.
When he eventually unearths their family secrets, he suspects the father may be responsible for Min-hwan's death.[1]"	South_Korean
Kurosagi	2008	thriller	Unknown	Tomohisa Yamashita, Maki Horikita, Yui Ichikawa	A young man named Kurosaki had his family destroyed by con artists. When he grows up, he becomes a swindler to avenge his family. He swindles other con artists and returns the money to their victims.	Japanese
Vantage Point	2008	thriller	Pete Travis	Dennis Quaid, Matthew Fox, Forest Whitaker, Sigourney Weaver, William Hurt	"U.S. President Henry Ashton (Hurt) attends a political summit in Salamanca, Spain, to promote an international treaty. Displayed with eight differing viewpoints, an assassination attempt on the president occurs, relayed in a time span of 23 minutes. Each time the events unfold from the beginning, a new vantage point is shown revealing additional details, which ultimately completes the story of what actually took place during the incident.[2]
From the first vantage point, GNN producer Rex Brooks (Weaver), directs various media personnel from a mobile television studio as the president arrives at the gathering. Mayor De Soto (Rodriguez) delivers a short speech and then introduces the president, who is shot twice as he greets the crowd from the podium. An explosion outside the plaza soon follows. Moments later, the podium itself is destroyed by a secondary explosion, killing and injuring numerous people. As the smoke clears, GNN reporter Angie Jones (Saldana) is seen lying dead in the rubble.[2]
The second vantage point follows Secret Service agents Thomas Barnes (Quaid) and Kent Taylor (Fox). Barnes notices a curtain fluttering in the window of a nearby building that was allegedly vacated. He also observes American tourist Howard Lewis (Whitaker) filming the audience. After the president is shot, Barnes tackles a man rushing to the podium named Enrique (Noriega). Taylor pursues a lead to a potential assassin. Following the second explosion, Barnes barges into the GNN production studio and asks to view their footage. He calls Taylor, who reports the direction of the suspected assassin's escape route. Barnes then views an image on one of the camera's live feeds that startles him and prompts him to run out.[2]
In the third vantage point, Enrique, a Spanish police officer assigned to protecting the mayor of Salamanca, sees his girlfriend Veronica (Zurer), being embraced by a stranger and overhears them speaking about meeting under an overpass. When he confronts her, Veronica assures Enrique of her love for him as he hands her a bag. When the president is shot, Enrique rushes onto the stage to protect the mayor, but is tackled by Barnes. While being detained, he witnesses Veronica toss the bag he gave her under the podium, causing the second explosion. Enrique escapes as the agents who previously had him in custody mount a chase while firing shots in his direction, failing to subdue him. Enrique confronts an unseen individual at the overpass and asks if he is surprised to see him still alive.[2]
The fourth vantage point revolves around Howard Lewis who is chatting with a man called Sam (Taghmaoui), while a little girl named Anna (Zapien), bumps into him and drops her ice cream. Later, Lewis notices Barnes looking at the curtain fluttering in the window of a nearby building, and captures the footage with his camcorder. Following the second explosion at the podium, Lewis chases Enrique and the pursuing Secret Service agents. At the overpass, Lewis views the pair of agents from afar shooting in the direction of Enrique as he greets an individual in a police uniform under the overpass. Seriously wounded, Enrique falls to the ground. Lewis sees Anna who had earlier become separated from her mother, trying to cross a busy intersection. An ambulance races down the road about to hit Anna, as Lewis runs out to save her.[2]
The fifth vantage point begins as President Ashton, having been informed of a credible assassination threat, has returned to his hotel room with his aides while his body double proceeds to the gathering in the plaza. The President talks with his personnel about the reason for the terrorists' plot, the retaliation by the U.S. to the plot, the return of Barnes to active duty, and giving the order for the retaliation to proceed. The first explosion occurs just outside the hotel. Seconds later, a masked assailant bursts into the president's room, shoots his advisers and then proceeds to abduct Ashton.[2]
By the sixth vantage point, terrorist Suarez, previously seen as Sam, shoots Ashton's body double using a remote-controlled automatic rifle placed in an adjacent window next to the one with the fluttering curtain that had drawn Barnes' attention earlier. The rifle is retrieved by Taylor, who Barnes sees leaving the scene wearing a Spanish policeman's uniform on one of the GNN live feeds, even though he tells Barnes that he's in pursuit of the assassin over the phone. Barnes realizes Taylor is actually part of the terror plot. The man Enrique saw embracing Veronica is revealed to be sharpshooter Javier (Ramirez), whose brother is being held hostage to ensure Javier's cooperation with the terrorists. The first explosion, at the hotel, is revealed to be a device detonated by a suicide bomber disguised as a bellhop who had previously handed Javier a hotel room key. Javier kills the guards and aides within the hotel, and kidnaps the president. Ashton is later placed in an ambulance with Suarez and Veronica disguised as medics. Javier joins Taylor in a police car to a planned rendezvous at the overpass. Barnes commandeers a car and chases Taylor and Javier. Barnes gets into a collision with a truck, allowing the duo to escape. At the overpass, Enrique, who did not die in the blast at the podium as intended, confronts Javier and Taylor. Enraged, Javier shoots Enrique, mistakenly believing he had knowledge of his kidnapped brother's whereabouts. Javier is then shot and killed by Taylor when he demands to be brought to his brother, who had been killed earlier by Suarez. Enrique dies of his wounds as Barnes reaches the scene on foot firing several rounds at Taylor, who attempts to flee. After crashing his car, a critically injured Taylor is dragged out by Barnes. He orders Taylor to reveal where the president has been taken, but Taylor dies. Meanwhile, Ashton regains consciousness in the ambulance and attacks Veronica, distracting her and Suarez just as Anna runs into their path. Suarez swerves causing the ambulance to flip over just as Lewis pulls Anna out of its way. Barnes runs to the ambulance where he sees Veronica lying dead. He shoots Suarez dead and rescues the president.[2]"	American
