Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
Daleks – Invasion Earth: 2150 A.D.	1966	sci-fi	Gordon Flemyng	Peter Cushing, Bernard Cribbins	"Policeman Tom Campbell comes upon several men burgling a jewellery shop. Running to what appears to be a police box to call for backup, he enters Tardis, a time and space machine operated by its inventor Dr. Who with his niece Louise and granddaughter Susan, as they are about to depart for the future. Arriving in London in the year 2150, they find a desolate landscape of ruined buildings. It transpires that the Daleks, who Dr. Who encountered in Dr. Who and the Daleks, have invaded Earth and ravaged the planet. Some of the survivors have formed a resistance movement, while those captured have either been turned into brainwashed slaves called Robomen, or taken to provide forced labour at a Dalek mining complex in Bedfordshire.
Dr. Who and Tom become separated from Louise and Susan, are captured by a squad of Robomen and imprisoned on a Dalek spaceship. Dr. Who manages to release the cell’s lock, unaware that the Daleks use escape attempts to test their captives’ suitability for robotisation. Meanwhile, a man called Wyler takes Louise and Susan to a resistance base in a London Underground station, where they meet other rebels including David and the wheelchair-bound Dortmun. Dortmun suggests disguising some rebels as Robomen to get onto the Dalek spaceship and using bombs to attack it from inside.
On the spaceship, Dr. Who and Tom are recaptured and taken to be robotised when the rebels, including David, Wyler and Louise, attack it. During the battle, Dr. Who and Tom free themselves. Dr. Who escapes with David, while Tom and Louise become trapped on the spaceship. After the attack fails, Wyler returns to the base where Dortmun and Susan are waiting and tells them that he saw Dr. Who escape. They decide to go to the outskirts of London and hide out until the rebels can regroup. Susan leaves a written message about their intentions for Dr. Who, then they depart and commandeer a van. Dortmun is killed when they encounter a Dalek patrol, however, and Wyler and Susan are forced to abandon the vehicle just before it is destroyed.
After escaping from the spaceship, Dr. Who and David evade the Daleks and return to the now deserted underground station. Failing to see the message left for them, they assume that Wyler, Dortmun and Susan have gone to Bedfordshire to investigate the mining operation and decide to follow them.
Hiding on the Dalek spaceship, which has taken off bound for the Bedford mine, Tom and Louise are reunited. When the craft lands they exit it through a waste chute. Finding themselves in the mining complex, they are attacked by a Roboman but saved by one of the slave-workers, who hides the couple in a tool shed.
Wyler and Susan shelter in a cottage, occupied by a woman and her mother. Susan convinces Wyler that Dr. Who would avoid the Daleks they have seen in the Watford area, head for the Bedfordshire mine instead, and that they must go there too. The daughter then leaves on an errand, but returns with Daleks who capture Wyler and Susan and take them to their mine control centre.
Near the mine Dr. Who and David are confronted by Brockley, a black marketeer, who agrees to smuggle them into the complex. By chance, he leads them to the tool shed where Tom and Louise are hiding. Reunited, they are joined by a prisoner, Conway. He reveals that the Daleks are about to drop a bomb into their mineshaft to destroy the Earth's core. This will then be replaced with a device enabling the aliens to pilot the planet like a giant spacecraft. Plans of the mine show an old shaft leading to a convergence between the planet’s magnetic poles. Realising that an explosion at this point would release enough energy to draw the metallic Daleks into the Earth’s core, Dr. Who asks Tom and Conway to go and attempt to deflect the bomb. Brockley also leaves, declining to get involved, and Dr. Who sends Louise and David to help get the prisoners away from the mine. Brockley then betrays Dr. Who, leading a group of Daleks to him. As Dr. Who is led away the Daleks open fire on Brockley, killing him.
As Tom and Conway work in the mineshaft to alter the bomb's trajectory, they are discovered by a Roboman. During the ensuing fight Conway and the Roboman fall to their deaths. Tom uses timbers boarding up the old shaft entrance to create a deflecting ramp, then rushes back the surface.
Dr. Who is taken to the control room and meets Wyler and Susan. He seizes the radio link to the Robomen and orders them to turn against their masters. As the Robomen fight the Daleks, Dr. Who escapes with Wyler and Susan while the slave workers flee from the mine. The Daleks quickly defeat the rebellion and release their bomb into the shaft, but the device is deflected and detonates at the pole convergence. The Daleks are pulled into the Earth's core and destroyed while their spaceship, having just taken off, is brought crashing down onto the mine and explodes.
Later, as the travellers prepare to return to the present in Tardis, Tom asks to be taken back to a few minutes before the burglary occurred. Upon arrival he knocks out the thieves and then drives them away in their getaway car, heading for the police station and an anticipated promotion."	British
Dimension 5	1966	sci-fi	Franklin Adreon	Jeffrey Hunter, France Nuyen	"Justin Power (Hunter), agent for Espionage, Inc., returns from a mission in which he used a time-travel belt to steal secret plans. He is told by his superior, Cane (Donald Woods), he is to be teamed with a Chinese agent to combat an Asian crime ring, Dragon, headed by crime lord Big Buddha (Sakata). A sister agency has discovered Dragon plans to destroy Los Angeles if United States forces are not withdrawn from east Asia.
Aware that Dragon has a primitive hydrogen bomb, but no way to deliver it, Espionage, Inc plans to interrogate a captured agent, Chang (Gerald Jann). Chang is being brought from Hong Kong by two agents—Sato (Robert Ito) and George (Robert Phillips)—so they might learn Dragon plans. Chang insists that Dragon will see to it that he will never talk. An assassination attempt occurs immediately. Though George is killed, Chang survives when a female agent shoots the assassin with a dart
Informed of the incident, Power goes to Ontario Airport where he uses his time-travel device to ""preview"" the assassination. A man in a cowboy suit shoots Chang with a dart gun concealed in a camera, while Sato and the female agent watch helplessly. The shooter then escapes in a limousine with Big Buddha in the back seat. Powers then switches to the present, warns Sato by radio of the threat, and orders the limousine be prevented from following their taxi. Then he punches out the would-be killer, and the transfer is made successfully.
At headquarters, the Professor (Jon Lormer), and his assistant, Miss Sweet (Deanna Lund), subject Chang to a truth machine that forces him to tell what he knows at the risk of brain damage. During the process, Chang switches to Chinese and Sato has to translate. The interrogation of Chang reveals that a hydrogen bomb is being delivered piece-by-piece and assembled in Los Angeles, to be exploded on Christmas Day, three months away. Power meets his new partner, Ki Ti Tsu (Kitty) (France Nuyen), the agent who aided during the Hong Kong assassination attempt.
Power takes Kitty to a Cantonese restaurant run by an old friend, Kim Fong (Kam Tong). He asks Fong about the black market (Power's cover is an importer) and he offers to help, until Big Buddha is mentioned. Fong's hostess, Nancy Ho (Linda Ho)—a Dragon agent—recognizes Kitty as a Chinese agent and forces Fong to give Power a bomb disguised as an owl-shaped incense burner. Kitty is suspicious because in China, an owl is symbolic of ill omen, and because she recognizes the hostess as an enemy agent. Power disregards her suspicions, and both happen to be out of the car when the bomb explodes.
Later, Power visits Ho and confronts her, demanding the location of the bomb. Ho is killed by Kitty as the former tries to stab Power. Kitty then turns Power over to Dragon agent Stoneface. This a ruse; she has her own reasons to meet up with Big Buddha, and after she signals headquarters, Power is rescued. Power then demonstrates the time travel belt to Kitty, warning her that she must limit her travels to areas that she knows will still be there in the future or past.
Power receives a message from Cane and learns the Ming company—the maker of the owl-bomb and a front for Dragon—has a warehouse in Long Beach, and is expecting a shipment from Hong Kong on the Osaka Maru in three weeks. Power and Kitty time travel ahead the three weeks, unaware that they are being watched. When Stoneface wants to kill them with a disintegrator, Big Buddha has him killed instead.
Inspecting the warehouse in the future, Power and Kitty discover Uranium-238 in with the Christmas decorations, but are discovered by Big Buddha, who has been expecting them for the last three weeks. Limited by the restriction that he can only travel to locations he can see, Power bounces between barrels as Dragon agents hunt him. Kitty confronts Big Buddha, wanting revenge for his war crimes as executioner during the Nanking Massacre, including the death of her parents seven years earlier,(This is a plot hole, since the Nanking Massacre was in 1937–1938)[4] but she is captured. Power surrenders to Big Buddha to save her. Big Buddha plans to ship Power to Hong Kong to extract secrets from him.
Unexpectedly, Big Buddha's mute servant girl tries to stab him. Power uses the distraction to turn on Big Buddha's bodyguard, Genghis, and a furious fight develops. Power is overpowered by the much larger Genghis. Finally Kitty manages to toss Power a gun, which he uses to shoot Genghis down.
Big Buddha by now has forgot all about his servant girl, who has been waiting for her chance to stab him again. This time she kills him.
Power and Kitty return to the present to use their knowledge to stop Dragon again without time travel, and let Cane's people do all the work."	American
Mars et Avril	2012	sci-fi	Martin Villeneuve	Jacques Languirand, Caroline Dhavernas, Paul Ahmarani, Robert Lepage	Adapted from two acclaimed graphic novels, Mars et Avril is set in a futuristic Montréal, where humanity is about to set foot on Mars. Jacob Obus (Jacques Languirand), a charismatic musician, takes pride in slowing down time by playing instruments inspired by women's bodies, designed by his friend, Arthur (Paul Ahmarani). A love triangle develops when Jacob and Arthur both fall in love with Avril (Caroline Dhavernas), a young photographer. Enter Eugène Spaak (Robert Lepage), inventor, cosmologist and Arthur's father, who unveils a new theory about man's desire to reach Mars and helps Jacob find the true meaning of life and love.[8]	Canadian
Predator	1987	sci-fi	John McTiernan	Arnold Schwarzenegger, Carl Weathers, Jesse Ventura	"A spacecraft flies near Earth and releases a bright object which enters the atmosphere. In the Val Verde jungle, US Army Major Alan ""Dutch"" Schaefer and his Special Forces team — medic Mac Elliot, tracker Billy Sole, gunner Blain Cooper, explosives expert Jorge ""Poncho"" Ramírez, and radio operator Rick Hawkins — are tasked by the CIA with rescuing an official held hostage by insurgents. CIA agent Al Dillon, a former commando and an old friend of Dutch, is assigned to supervise the team, despite Dutch's objections.
The team discovers the wreckage of a helicopter and three skinned corpses, whom Dutch identifies as members of another US Army Special Forces unit that he knew personally at Fort Bragg. They reach the insurgent camp and kill the insurgents, including a Soviet intelligence officer searching through secret CIA documents. Confronted by Dutch, Dillon admits the mission was a setup to retrieve intelligence from captured operatives and that the dead military unit disappeared weeks earlier in a failed rescue. After capturing Anna, a guerrilla member, the team proceeds to extraction, unaware that it is being tracked with thermal imaging by an unseen observer. Anna escapes and is chased by Hawkins, but they are ambushed by the creature. It spares Anna but kills Hawkins and drags his body away. Dutch organizes a manhunt, during which Blain is killed by the creature's plasma weapon. An enraged Mac initiates a firefight which wounds the creature, revealing luminescent green blood, but fails to draw it out. The unit regroups and questions Anna, learning that the stalker is a creature that locals call ""el demonio que hace trofeos de los hombres"" (""the demon who makes trophies of men"").
That night, Mac mistakes a wild pig for the creature and kills it. In the confusion, the creature steals Blain's body, leading Dutch to realize that their enemy uses the trees to travel. The next day, an attempt to trap the creature fails, leaving Poncho injured. Mac and Dillon pursue the alien, but it outmaneuvers and kills them both. It catches up with the others, killing Billy and Poncho and wounding Dutch. Realizing the creature does not target unarmed prey because there is ""no sport"", Dutch sends Anna to the helicopter unarmed. The creature pursues Dutch through a river, causing its cloaking device to malfunction. Though the creature is only a few feet from Dutch, it does not see him and moves on. Dutch realizes that mud covering his body is masking his heat signature, deducing that the creature must see in infrared.
While the creature collects trophies from the bodies, Dutch crafts traps and weapons and lures the creature with a war cry. He disables its cloaking device and inflicts minor injuries, but becomes cornered in the pursuit. Acknowledging Dutch as a worthy foe, the creature discards its mask and plasma weapon, and engages him in hand-to-hand combat. Dutch is almost beaten, but crushes the creature under a trap's counterweight. As the creature lies dying, Dutch asks in disgust, ""What the hell are you?"". The alien simply repeats the question in garbled English before activating a self-destruct device, laughing maniacally as the countdown begins. Dutch takes cover just before the device explodes, resulting in a mushroom cloud which is visible to the extraction team. He is picked up by his commander, Homer Phillips, and Anna in the helicopter."	American
Beast from Haunted Cave	1959	sci-fi	Monte Hellman	Michael Forest, Frank Wolff	"A group of criminals, led by the ruthless Alexander Ward (Frank Wolff), hatch a plan to steal gold bars from a bank vault in Deadwood, South Dakota. Ward sends one of his henchmen, Marty Jones (Richard Sinatra), to set an explosion in a nearby gold mine; the detonation will act as a diversion for their heist. Although Marty, accompanied by local barmaid Natalie (Linné Ahlstrand), succeeds in setting off the explosion, he encounters a beast (Chris Robinson) in the mine. The beast kills Natalie, but Marty escapes with his life.
The next morning, the explosive goes off as planned, and Marty and his gang succeed in stealing gold bars from the vault. Led by a local guide named Gil Jackson (Forest), they set off to a remote cabin, where they hope to be picked up by a plane. Gil is initially unaware of their plans, but he becomes suspicious when he hears reports of the robbery on the radio and discovers that they're carrying handguns. They reach the cabin without incident but, once there, a violent snowstorm delays the plane's arrival. Marty's ""secretary"" Gypsy (Sheila Noonan) is taken with the young Gil and tells him that Marty plans to kill him once the plane arrives. Gil and Gypsy take off back to town together.
Marty, who still carries unpleasant memories of his encounter with the beast, has all the while been concerned about being followed. He encounters the beast again during the trip to the cabin, but his companions think he's losing his mind. Eventually, however, they become convinced of the beast's reality when they see it attack Marty's other henchman, Byron (Wally Campo). Despite their fear of further attacks, the gang is set on tracking down Gil and Gypsy before they reach town, so they head to a nearby cave. Another snowstorm forces Gil and Gypsy to take shelter in the cave as well, which turns out to be the lair of the beast. In the final struggle, the beast kills the remaining gang members, but Marty shoots it with a flare gun before he dies. Gil and Gypsy are left to watch as the monster burns to death."	American
Slaughterhouse-Five	1972	sci-fi	George Roy Hill	Michael Sacks, Valerie Perrine	"The film follows the novel in presenting a first-person narrative from the point of view of Billy Pilgrim (Sacks), who becomes ""unstuck in time"" and experiences the events of his life in a seemingly random order, including a period spent on the alien planet of Tralfamadore. Emphasis is placed on his experiences during World War II, including the firebombing of Dresden, as well as time spent with fellow prisoners of war Edgar Derby (Roche) and the psychopathic Paul Lazzaro (Leibman). His life as a husband to Valencia (Gans) and father to Barbara (Near) and Robert (King) are also depicted, as they live and sometimes even enjoy their life of affluence in Ilium, New York. A ""sink-or-swim"" scene with Pilgrim's father is also featured. The scenes of extraterrestrial life on Tralfamadore feature Hollywood starlet Montana Wildhack (Perrine)."	American
Terror from the Year 5000	1958	sci-fi	Robert Gurney, Jr.	Salome Jens, Ward Costello	"Working in the privacy of his Florida island estate, nuclear physicist Professor Howard Erling and his assistant Victor constructs a machine that transports a small statue from the future. Concerned over the vast amounts of energy needed to conduct the experiments and realizing their work needs verification from another professional, Howard calls a halt to the research, despite Victor's protests. The statue is sent to premiere archeologist Bob Hedges, who determines it comes from the year 5,000 A. D.
Bob learns that the statue is radioactive and attempts to contact Howard to question him about it. When he is unable to reach Howard by phone, Bob flies to Florida to see him. Upon leaving the airport in a rental car, Bob realizes that he is being followed. After a wild chase, Bob confronts his pursuer only to discover it is Claire Erling, Howard's daughter and Victor's fiancée. Claire is delighted by Bob's arrival and admits to sending the statue in hopes of accelerating the verification of her father's long work. Claire assures Bob that neither the Erlings or Victor were aware of the radiation contamination. As Claire and Bob pilot a small motorized boat out to the island, the motor dies and Claire reveals this is caused by the power drain from her father's lab. Unknown to Claire and Howard, Victor is conducting further experimentation in secret, against Howard's orders.
Howard receives Bob at the house graciously, but Victor is resentful, suspecting that the archeologist intends to refute their work. When the guest room is discovered locked and the key missing, Victor offers to share his room with Bob until the handyman, Angelo, can provide a new key. That night, Bob hears Victor enter the guest room next door and follows as Victor removes two metal suitcases from the guest room, then takes them outside where he throws them into a pond. The next morning, Bob accepts Claire's swimming invitation and dives at the spot where Victor disposed of the suitcases. Underwater, Bob locates one suitcase and finds inside the carcass of a small animal. Later, Howard shows Bob the lab and demonstrates how he and Victor have succeeded in ""trading objects with the future.""
Howard sends a small bottle through the machine and receives a similar object back. Bob suggests sending something unusual and submits his fraternity key. The men are startled when a coin from the future materializes with the words ""save us"" in Greek engraved upon it. That night after the others retire, Victor sneaks down to the lab and continues his experiment by increasing the power level. The higher power results in a human form materializing that grabs Victor. Meanwhile, Howard and Bob investigate when Claire sees something unusual from her window. Victor manages to return the figure to the future, although he suffers a serious gash on his arm. Howard and Bob discover that Angelo has been voyeuristically watching Claire and after Bob tells Claire, he comes across spots of blood outside of the guest room door. When Bob reports Victor's unusual behavior to Howard the next morning, Howard demands evidence. Bob goes to the pond to retrieve the suitcases, but Victor intercepts him and tries to stop him. Howard, Angelo and Claire break up the men's fight and when Howard requests an explanation, Bob reveals Victor's radiation burned arm.
Despite Victor's objections, Howard, Bob, and Claire take him to the hospital, where the doctor asks them to return in a few hours to give him time to examine Victor. While the Erlings take Bob to a movie, Victor flees from the hospital and drinks at a bar until he is thrown out. A drunk Victor returns to the island, breaks into the lab, and resumes working with the machine at high power levels. Meanwhile, Howard, Bob, and Claire stop at the bar and find that Victor was there most of the afternoon. When the bar's television reception goes out, Howard realizes Victor has turned on the time machine. As the Erlings and Bob race back to the island, Victor succeeds in bringing a human form from the future, but is knocked out by the mysterious arrival. Finding Victor dazed, Howard summons a doctor who orders a nurse to come out and tend to Victor. The time traveler explores the island surroundings, but when confronted by Angelo, it kills him. Unaware of the traveler's presence, Bob succeeds in retrieving one of the metal suitcases from the pond, which contains the cadaver of a four-eyed cat.
Returning to the house, Howard and Bob stumble upon Angelo's body. After Victor tells them about the time traveler, Howard confronts Victor with the cat, declaring it the result of radiation mutation. The nurse arrives on the island and is confronted by the traveler, a woman, who addresses the nurse in Greek. When the nurse flees, the traveler attacks and kills her, then uses a device to duplicate the nurse's facial features. After gaining entrance into the Erling house, the traveler sits with Victor while the men don radiation proof gear and search for the time traveler. The traveler hypnotizes Victor to induce him to return with her to the future where his healthy genes are needed to save her people from extinction.
Attracted by noises in the lab, Claire is shocked to find Victor and the traveler reviving up the time machine. In an attempt to break the hypnotic spell on Victor, Claire attacks the traveler and pulls the mask from her face, revealing her radiation-scarred features. Having discovered the faceless body of the real nurse, Howard and Bob return to the lab. They find Victor defending Claire from the traveler until he and the traveler tumble against the machine, which electrocutes and kills them both. Afterward, Bob and Claire wonder if one of them should go to the future to help. Howard insists that by changing the present they can battle against an atomic holocaust future.[1]"	American
Idaho Transfer	1973	sci-fi	Peter Fonda	Keith Carradine	"Teenager Karen Braden (Kelley Bohanon) is a troubled mental hospital outpatient who is taken by her father George and sister Isa to a government facility near the Craters of the Moon lava fields in Idaho. The project there was commissioned to develop matter transference, but made a different discovery: time travel. They also discovered that a mysterious ecological catastrophe will soon wipe out civilization.
The time travel process has negative health effects, though. Adults ""not much older than 20"" are unable to survive for long, as their kidneys hemorrhage shortly after the experience. So the scientists decide to only send young people 56 years into the future so they can build a new civilization.
After the government takes over the project, the transfer machines are turned off, trapping a large number of project members in the future. Now trapped, they begin exploring the future world. The last survivor from the project is picked up by a family dressed in futuristic clothing. She is placed alive in the trunk of their car, ostensibly to be used as fuel. The small girl in the back seat asks what will happen when they run out of them (people from the past ?) ""Will we have to use each other, then?"""	American
Behemoth, the Sea Monster	1959	sci-fi	Eugène Lourié, Douglas Hickox	Gene Evans, André Morell	"American scientist Steve Karnes (Evans) delivers a speech to a British scientific society, headed by Professor James Bickford (Morell), about the dangers to marine life posed by nuclear testing. Before Karnes can return to the U.S., a real-life example of his concern materializes when Tom Trevethan (Henri Vidon), an old fisherman, receives a lethal dose of radiation; his dying word is ""behemoth"". Later, thousands of dead fish are washed ashore.
Karnes and Bickford investigate the beach where the old man died, collecting samples which prove that radiation was the cause. Karnes begins to suspect that the ""behemoth"" that the old man described is some kind of large marine mammal that has been infected with radiation.
A man, his son and their dog are the next victims of the creature. A photo of the area reveals a huge footprint of some prehistoric animal. Dr. Sampson (Jack MacGowran), a paleontologist, identifies the creature as a ""Paleosaurus"", an aquatic dinosaur that emits an electric pulse, like an eel. Karnes believes that the dinosaur is saturated by radiation, which is transmitted by the electric pulse, resulting in the burns that killed the fishermen and other victims. The radiation is also slowly killing the dinosaur. According to Dr. Samson, the dying creature will leave the ocean depths to head upstream, seeking out the shallow waters where it was born; unfortunately death by radiation may not come soon enough to prevent the creature from wreaking havoc on London along the way.
Karnes and Bickford try to persuade authorities to close the River Thames, but the military believes their radar tracking systems will be enough to detect the behemoth and prevent it from getting near the city. Unfortunately, the dinosaur appears to be invisible to radar. Dr. Sampson and some other scientists spot it from a Royal Navy helicopter, but the radar equipment tracking the helicopter sees no sign of the beast, which destroys the helicopter with its radioactive emanations. Soon, the behemoth surfaces in the Thames and destroys the Woolwich Ferry by capsizing it.
Rising from the river, the creature attacks the city, flattens several cars and knocks a building over onto fleeing citizens. Bickford and Karnes advise the military on how to destroy the beast: bombs are out of the question, because blowing the creature to pieces would just spread the lethal radiation further, resulting in more deaths. The two scientists propose finding a way to administer a dose of radium to the behemoth, hoping to accelerate the radiation sickness that is already slowly killing it. While they prepare the dose (which takes time, because radium must be handled carefully), the behemoth continues its rampage, destroying electric towers and eventually plummeting through London Bridge back into the Thames.
Karnes and Bickford set their plan into action. A mini-sub with Karnes carries a torpedo filled with radium into the Thames in pursuit of the monster. During an initial pass, the Behemoth takes a bite out of the mini-sub, but Karnes convinces the submarine captain to have another go. This time the sub fires the torpedo into the monster's mouth.
The behemoth roars in pain as the radium accelerates the high radiation levels that were already bringing about its death. Observers in helicopters see steam rising from the ocean, indicating the monster's demise. As Karnes and Bickford climb into a car to leave the area, they hear a radio report of dead fish washing up on the eastern shores of the United States."	British
Kiss Me Quick!	1964	sci-fi	Peter Perry	Frank Coe	"The plot involves an alien, Sterilox, from the ""Buttless"" galaxy being sent to Earth in order to find the perfect woman who will be used to create a race of servants. Sterilox is teleported into the lab of a mad scientist by the name of Dr. Breedlove, who offers Sterilox a number of beautiful women to choose from. The highlight of the movie involves a dance number where three of Breedlove's women gyrate to rock music."	American
Futureworld	1976	sci-fi	Richard T. Heffron	Blythe Danner, Peter Fonda, Arthur Hill, Yul Brynner	"Two years after the Westworld tragedy, the Delos corporation owners have reopened the park after spending $1.5 billion in safety improvements, and also shutting down Westworld. For publicity purposes, newspaper reporter Chuck Browning and TV reporter Tracy Ballard are invited to review the park.
Just before the junket is announced, Browning arranges to meet with a Delos employee who promises he has dirt on the corporation. During the meeting, the tipster is shot in the back and dies after giving Browning an envelope.
At the resort, guests choose from four theme parks: Spaworld (""where old age and pain have been eliminated""), Medievalworld, Romanworld and Futureworld. Browning and Ballard choose Futureworld, which simulates an orbiting space station. Robots are available for sex as well as amusements like boxing. They are guided through the resort by Dr. Duffy, who shows them the marvels of Delos, demonstrating that all the problems have been fixed.
The reporters are stunned to find that the Control Center is staffed entirely by robots. That night, their dinners are drugged, and while they sleep, medical tests are conducted so Delos can make clones of them. A visiting Russian General and a Japanese politician are also tested for cloning. Back in her room a few hours later, Ballard wakes in a fright, remembering the experience as a nightmare.
Ballard and Browning sneak out to explore the resort's underground areas. They end up triggering a cloning machine, which generates three samurai. Just as they are about to be captured by the samurai, a mechanic named Harry saves them. He takes them back to his quarters, where he cohabits with a mechanic robot he has named Clark after Superman's alter-ego. The reporters interview Harry, but they are interrupted and returned to their rooms.
The following day, while Ballard is testing out a Delos dream-recording device, Browning slips out to see Harry. Harry takes Browning to a locked door that he has never been able to enter, although robots routinely enter. Realizing the key is in the robot's eyes, Harry destroys a robot and steals its face. They return with Ballard and open the door. Inside, they find clones of themselves, as well as clones of the Russian and Japanese leaders. The clones are being programmed through subliminal messages; they are instructed to always work for the good of Delos and to destroy their originals. Browning explains that his tipster's envelope was filled with clippings about leaders from around the world, realizing that Delos must be cloning the rich and powerful.
The trio decides to flee the resort on the next plane. The reporters return to their apartment where Duffy is waiting for them; he explains that, by cloning world leaders, they can ensure that nothing harms Delos' interests, and that without ""proper"" guidance, humans will eventually destroy the planet.
Cloning the reporters would ensure favorable coverage, letting people forget about the Westworld tragedy. Browning attacks Duffy but is easily overpowered with unnatural strength. Ballard shoots the doctor twice, and Browning peels back Duffy's face to reveal that he is a robot. As Harry races to meet up with the reporters, he runs into Browning's clone, who kills him. Ballard and Browning are then chased by their own duplicates, all the while taunting them with details about their lives. Eventually, one of each pair is killed, though which one is left unclear. When they find each other, Browning seizes and kisses Ballard.
In the end, as they leave the resort with the other guests, Dr. Schneider meets them to make sure they are the clones. The reporters confirm that they will be writing positive reviews for Delos; but, just as they reach the exit, Ballard's badly injured clone stumbles towards him and Schneider realizes too late that he has been fooled. On the jetway, Browning tells Ballard that his editor is running the exposé on Delos, that the whole world will know what they are up to, and that kissing her was his idea to figure out whether or not she was a duplicate."	American
Cube 2: Hypercube	2002	sci-fi	Andrzej Sekuła	Kari Matchett, Geraint Wyn Davies	"The film starts with a young woman named Becky (Greer Kent), shown to be trapped in the Cube. She enters another room, but unknown to her, the room has reversed gravity, as she is pulled up, and it is implied that she is killed.
Some time later, a woman named Kate (Kari Matchett), detective Simon (Geraint Wyn Davies), a blind girl named Sasha (Grace Lynn Kung), engineer Jerry (Neil Crone), game developer Max (Matthew Ferguson), lawyer Julia (Lindsey Connell), and an elderly woman named Mrs. Paley (Barbara Gordon) find themselves trapped in brightly lit cubes, each with a panel on each of the six sides, which are doors to other rooms. They come across Colonel Thomas Maguire (Bruce Gray), who says that they have to solve the code in order to leave the mysterious place. Just as he finishes, a wall begins to close in on the group. The group escapes while Thomas stays behind, while Kate and Simon watch in horror as Thomas is disintegrated by the wall. Later experiences around the cube reveal that gravity can operate in different directions in each room, while Mrs. Paley, who is revealed to be a retired theoretical mathematician, and Jerry, realize that they may be in a tesseract, or a hypercube. Kate notices the numbers ""60659"" everywhere they go.
The group soon realizes they are connected to Izon, a defense contractor. While in conversation, Mrs. Paley opens a panel to reveal her being killed by Simon, who is decapitated soon after by crystal beams. Jerry thinks that it is a parallel universe, while Max and Julia think it is an optical illusion. Later, while the group is sleeping, Simon realizes that he is in the tesseract to look for Becky, a missing Izon worker and the first person revealed in the film. Meanwhile, Sasha hears a noise and awakens everyone, due to her acute hearing. The group finds a floating square in the middle of the room, which grows into shifting variations of a tesseract, before expanding into a lethal and rapidly spinning frame. The group flees into another room, but Jerry is injured by the tesseract. Trying to call Jerry, the rest of the group watches as Jerry is shredded by the tesseract, which grows rapidly. Kate remains to save Sasha, who is still trapped in the room, narrowly avoiding death as they group in one of the corners of the room where the tesseract can not reach, as the tesseract conforms back to a cube and disappears. Sasha and Kate are separated from the group, as a result.
Simon starts to suspect that Mrs. Paley is an undercover spy, so he gags and ties her up, but crystal beams start protruding from the walls. Simon tries to save Mrs. Paley, but when he sees that there is not enough time, as the clinging Mrs. Paley refuses to release him, he stabs her with his knife. Max and Julia, disturbed that Simon killed Mrs. Paley, leave and abandon him. Julia tells Max she must be dreaming, and then kisses him, because she says she would never kiss him in the real world. They begin to have sex, but unbeknownst to them, they are in a room that is zero-gravity and time dilated, and age prematurely and die, as Kate finds the corpses floating in the air later, still in mid-coitus. Simon, alone and hungry, goes insane. He encounters a parallel Jerry and the missing Becky, killing both of them.
Meanwhile, Kate finds grisly alternate realities of her death in other rooms, and is horrified. Sasha tells Kate that time and space are distorted where they are, that the tesseract will implode and reality is collapsing. She reveals that she is Alex Trusk, a computer hacker who is responsible for the creation of the tesseract, who also reveals that when she discovered that Izon was putting people inside the tesseract, she tried to stop their operation, but was pursued so she ""fled into the only place they wouldn't follow"": the tesseract. Kate, however, still believes that there is a way out. Kate then finds Simon and stabs him in the eye after he grabs her in another room, as Simon appears behind Alex, old and blind in one eye, proving Alex's space-time theory. Alex claims that they ""are all dead"", which causes Simon to snap her neck, believing that if they are all dead that it would not really matter if he kills her now.
Kate finds that the tesseract is shrinking, and kills Simon with the knife. She looks at the numerous duplicates of Jerry's watch and realizes that ""60659"" is the time that the tesseract will implode; 6:06:59. and that she is there to take back Alex's necklace which was filled with confidential information on Izon. The hypercube starts to wear away, and Kate opens a panel in the bottom, revealing a black void. At 6:06:59, she jumps in just when the Hypercube implodes.
Kate wakes up in the hands of Izon authorities in an unknown factory. She gives them the necklace, but because of their confidentiality, she is shot in the head and killed by one of the Izon operatives. An Izon authority reports to an anonymous and unidentified source that ""Phase 2 is terminated"", as the operatives leave the facility, and the film ends."	Canadian
