Title	Release Year	Genre	Director	Cast	Plot	Origin/Ethnicity
August Rush	2007	family	Kirsten Sheridan	Freddie Highmore, Jonathan Rhys Meyers, Keri Russell, Terrence Howard, Robin Williams	"In 1995, Lyla Novacek (Keri Russell) is a cellist studying at the Juilliard School and living under strict rule of her father (William Sadler). Louis Connelly (Jonathan Rhys Meyers) is the lead singer of ""The Connelly Brothers"", an Irish rock band. Lyla and Louis meet at a party after their respective concerts, and sleep together on the rooftop under a full moon, to the music of a street performer below. The day after, they separate in a hurry, and are unable to maintain contact as Lyla is ushered away by her father to Chicago. Lyla is also aware that she is pregnant. Later, when in New York City, after an argument with her father over her unborn child, she is struck by a car. Due to the accident trauma, she gives birth prematurely, and her father secretly puts the baby boy up for adoption under her name, allowing Lyla to believe that her son died.
Eleven years later, Evan Taylor (Freddie Highmore) is living in a boys' orphanage outside New York City, where he meets Richard Jeffries (Terrence Howard), a social worker with Child and Family Services. Evan has the savant-like ability to hear music wherever he is, making him a bullying target for the older orphans. Convinced that his parents will find him, Evan runs away to New York City, ""following the music"" in the hope it will lead him to his family. He finds a boy named Arthur (Leon Thomas III) performing in Washington Square Park.
Louis, who left the band the same night Lyla was struck, now lives in San Francisco as an agent, while Lyla has also given up performing and now lives in Chicago teaching music. Louis reconnects with his brothers at a birthday party for one of the other band members, and after an argument and fistfight over breaking up the band, he decides to reconnect with the woman he now knows is Lyla. Lyla is called to her father's deathbed, where he confesses that her son is alive and in New York, since her father believed that he was only doing it for both him and his daughter and that her son could have destroyed her future. Lyla abandons her father to his fate and heads to New York to look for her son.
Evan follows Arthur to his home in a condemned theater, and is taken in by Maxwell ""Wizard"" Wallace (Robin Williams), a vagrant, arrogant, and aggressive musician who teaches homeless children music and employs them as street performers. Evan tries playing Wizard's prize guitar, Roxanne (a Gibson J200), and is so good that Wizard gives him the guitar and his old spot in Washington Square Park (both of which were previously Arthur's). He gives Evan the stage name ""August Rush"" and tries to market him to clubs. Seeing the posters that Jeffries has posted for the runaway Evan, Wizard destroys all the ones he finds, hoping to keep Evan and his gift for his own gain.
On arriving at Lyla's apartment in Chicago, Louis talks to one of her neighbors, who mistakenly tells Louis she is on her honeymoon. Despairing, he ends up in New York, where he gets his band back together. After Jeffries meets Wizard and Arthur on the street and becomes suspicious, the police raid the derelict theatre in which Wizard and his ""children"" are living. The police spot Arthur, but Evan draws their attention and runs; Wizard helps Evan evade the police, telling him never to reveal his real name to anyone. Evan (now ""August"") takes refuge in a church where a young girl, Hope (Jamia Simone Nash), introduces him to the piano and written music. He picks up both skills so quickly that Hope gets the attention of the parish pastor (Mykelti Williamson), who takes August to Juilliard where he once again impresses the faculty. A rhapsody takes shape from August's notes and homework.
In New York, Lyla goes to Jeffries' office, and Jeffries identifies Evan as her son. While looking for him, she takes up the cello again and accepts an offer to perform with the Philharmonic at a series of concerts in Central Park. August is selected to perform the rhapsody he has been composing at the same concert. However, Wizard interrupts the rehearsal and claims to be his father, and manages to pull August out of the school.
On the day of the outdoor concert, August is back in his spot in Washington Square, while Wizard makes plans to smuggle him around the country to play. He meets Louis and, unaware of their blood relationship, they have an impromptu guitar duet. August tells him of his dilemma, and Louis encourages him to go. That evening, with help from Arthur, August escapes from Wizard through the subway and heads for his concert. Louis, after his own performance with his reunited band, sees Lyla's name on one of the concert banners and also heads for the park. Jeffries finds a misplaced flyer for ""August Rush"" with a picture, and realizing August is Evan, also heads for the concert.
August arrives in time to conduct his rhapsody, which attracts both Lyla and Louis to the audience, where they are reunited. August finishes his rhapsody and as he turns to discover his parents, he smiles knowing that he has been right all along."	American
Super Buddies	2013	family	Robert Vince	John Ratzenberger, Trey Loney, Veronca Diaz-Carranza, Jay Brazeau	"In a farm in Fernfield, Bartleby is celebrating his twelfth birthday with his grandpa. Budderball soon discovers an orange toy ring in his food, meaning that they now have all of the five toy rings of Inspiron. His grandpa then gives him a birthday present, issue 1 of the Captain Canine and Kid courageous comic books. Sam, Billy, Alice and Pete then arrive, dressed up as super heroes, with the other Buddies (also dressed up as super heroes) and the birthday party begins with a treasure hunt. As the Buddies hunt for the treasure they discover the area where the real rings of Inspiron crashed in 1985. The rings bond with the puppies and the Buddies wear them. Bartleby reads the comic book to his friends which explains the story of Commander Drex, Captain Megasis, how he turned into a dog on Earth and how the rings ended up on Earth. Rumour has it that the person who made the comic books based them on a real life event.
The Buddies then begin noticing that the rings have given them powers; Super strength, physic abilities, super speed, super elasticity and invisibility. The puppies, which Budderball dubbed ""Super buddies"", decided to use these new powers to help Fernfield and start by saving an ungrateful cat from a tree, but accidentally damaging sheriff Dan's police car. Jack and Captain Canine detect that the rings have been activated but believe it's a false alarm and need to double check it. Drex and his assistant, MONK-E, also detect the signal coming from Earth and prepare to head there. At night, the Buddies discover the candy store is being robbed by two robbers and use their powers to stop the criminals before sheriff Dan arrives and arrests them (after falsely arresting the owner and leaving him in handcuffs). A news crew arrives but don't believe what the owner says about the five ""super puppies"" while Sheriff Dan decided to take as much candy as possible. Jack realises this isn't a false alarm and that the signal is coming from Fernfield so Canine heads out to get them.
The next day, a building is on fire and a little girl is trapped inside. The Buddies go in to save her but Captain Canine comes in and rescues them. He then explains that these rings and the events in the comics are all real. Unfortunately, he cannot take the rings as they have already bonded with the puppies so he begins to train them how to protect themselves and each other. Drex lands in the farm and takes the shape of a pig, mistaking it for a human, much to the shock of Marvin. The ""pig"" steals a car and causes mayhem in town but sheriff Dan defeats him and takes him to jail. The kids discover the spaceship and see their puppies on the news, realising that the comics are real. They rush to find Sheriff Dan but Drex swaps bodies with him and he takes the kids hostage, demanding to know where the Buddies are.
Back at the farm, MONK-E decides to go out exploring while the super buddies face Drex. The kids, who are locked in the barn, look through the comics looking for a solution to this crisis. Working together, the Buddies defeat Drex however he soon begins to get the upper hand and kills captain Canine. He gives an ultimatum to the kids; surrender the rings or die. Drex then causes a meteor to head for Fernfield and Marvin tries to stop it. Bartleby hands over the plastic toy rings and Drex flies of in his warship. MONK-E decided to abandon his evil master but the meteor is already to close to Earth. Upon realising the rings are fake, Drex crashes into the meteor blowing it up. Jack reveals that using the full power of the rings captain Canine can be revived and the Buddies manage to bring him back to life. Without Drex, Captain Canine changes back to his original form, Megasis. A ship from Inspiron, which detected the rings activation and went out to find it, arrives with the princess of Inspiron aboard, who can finally marry Megasis after so long. They congratulate the kids, Jack and the Buddies on their success and takes the rings back to Inspiron with them.
The next day, outside the town hall, Jack announces his new comic book series to a crowd which he calls ""Super Buddies"" and his new partner, Bartleby Livingston. He reads the comic out loud to the audience. The film ends with a picture, from one of the new comics, of the Super Buddies standing on a building, ready for action."	American
Muppet Treasure Island	1996	family	Brian Henson	Tim Curry, Jennifer Saunders, Kevin Bishop	"Jim Hawkins is a young orphan who lives in the Admiral Benbow in England with his best friends Gonzo and Rizzo. Jim listens to the tales of Billy Bones, who tells of his former captain, Captain Flint, who buried his treasure trove on a remote island and executed his crew so only he would own the island's map. One night, one of Bones' crewmates Blind Pew arrives, giving Bones the black spot. Bones gives Jim the treasure map and reveals that he had been Flint's first mate. Just before dying of a heart attack, he begs Jim to go after the treasure and keep both it and the map safe from pirate hands. An army of pirates attack the inn, destroying it, but the boys escape with the map.
The trio takes the map to the half-wit Squire Trelawney (Fozzie Bear), who arranges a voyage to find the treasure. The boys are enlisted aboard the Hispaniola as the cabin boys, accompanied by Trelawney, Dr. Livesey (Bunsen Honeydew), and his assistant Beaker. The ship is commanded by Captain Abraham Smollett (Kermit the Frog) and his overly strict first mate Mr. Arrow (Sam Eagle). The boys meet the cook Long John Silver, a one-legged man who Bones warned them of but Jim and Silver become good friends. The ship sets sail, but Smollett is suspicious of the crew, believing them to be of shady character. After Gonzo and Rizzo are kidnapped and tortured by three of the crew who have turned out to be pirates, he has the treasure map locked up for safe keeping.
It is revealed that Silver and the secret pirates in the crew had been part of Flint's crew and want the treasure for themselves. Silver fools Mr. Arrow into leaving the ship to test out a rowboat, claims he drowned and has his minions steal the map during Arrow's memorial service. Jim, Gonzo, and Rizzo discover Silver's treachery and inform Smollett. Arriving at Treasure Island, Smollett orders the entire crew save the officers to go ashore, planning to keep himself and non-pirate crew aboard the ship and abandon the pirates on the island. However, his plan falls through when it is discovered that Silver has kidnapped Jim to have leverage against the captain. On the island, Silver invites Jim to join them in the treasure hunt using his late father's compass. When Jim refuses, Silver forcibly takes the compass from him. Smollett, Gonzo, and Rizzo land on the island in an effort to rescue Jim. However, unbeknownst to them, Silver had hidden a squad of pirates aboard the Hispaniola before leaving, and they capture the ship in Smollett's absence. On the island, Smollett and the rest of the landing party are captured by the native tribe of pigs, where Smollett reunites with his jilted lover Benjamina Gunn (Miss Piggy), the tribe's queen.
The pirates find the cave in which Flint hid the treasure is empty, leading to a brief mutiny against Silver. Silver reveals that, even though he is a pirate, he cares for Jim and allows him to escape. Smollett and Benjamina are captured by Silver, and Smollett is hung from a cliff to fall to his death. In an effort to save Smollett, Benjamina reveals the treasure is hidden in her house, but when she spits out a kiss from Silver, he hangs her off the cliff as well. Jim rescues his friends and with Mr. Arrow (who is revealed to be alive), the group regains control of the Hispaniola, and rescue Smollett and Benjamina. The group engages the pirates in a sword fight until only Silver is left standing, but he surrenders when he finds himself outnumbered. While the pirates are imprisoned, Silver discovers he still has Mr. Arrow's keys and tries to escape with the treasure. Jim confronts him but allows him to leave as long as they never cross paths again, much to Silver's disappointment. Silver rows away, but not before returning Jim's compass to him. However, Mr. Arrow informs Jim and Smollett that the boat Silver used was not seaworthy, and Silver is stranded on the island with no gold.
With Jim promoted as the ship's new captain, the crew of the Hispaniola sails away into the sunset, while some scuba-diving rats recover the treasure from the sea. During the credits, Silver is left marooned with only a wisecracking Moai head for company."	American
Where the Wild Things Are	2009	family	Spike Jonze	Max Records, Catherine Keener, Mark Ruffalo, Lauren Ambrose, Chris Cooper, James Gandolfini, Catherine O'Hara, Forest Whitaker, Paul Dano	"Max, a lonely eight-year-old boy[6] with an active imagination whose parents are divorced, is wearing a wolf costume and chasing his dog. His older sister, Claire, does nothing when her friends crush Max's snow fort with him inside during a snowball fight. Out of frustration, Max messes up her bedroom and destroys a frame he made for her. At school, Max's teacher teaches him and his classmates about the eventual death of the sun. Later his mother, Connie, invites her boyfriend Adrian to dinner. Max becomes upset with his mother for not coming to the fort he made in his room. He wears his wolf costume, acts like an animal, and demands to be fed. When his mother gets upset, he throws a tantrum and bites her on the shoulder. She yells at him and he runs away, scared by what transpired. At the edge of a pond, Max finds a small boat that he boards.
The pond soon becomes an ocean. Max, still in his wolf suit, reaches an island. He stumbles upon a group of seven large, monstrous creatures. One of them, Carol, is in the middle of a destructive tantrum caused by the departure of a female Wild Thing named K.W. As Carol wreaks havoc Max tries joining in on the mayhem, but finds himself facing the suspicious anger of the Wild Things. When they contemplate eating him, Max convinces them that he is a king with magical powers capable of bringing harmony to the group. They crown him as their new king. Shortly after, K.W. returns and Max declares a wild rumpus, in which the Wild Things smash trees and tackle each other.
The Wild Things introduce themselves as Carol, Ira, Judith, Alexander, Douglas, the Bull, and K.W. Soon, they pile on one another before going to sleep, with Max at the center. Carol takes Max on a tour of the island, showing him a model he built depicting what he wishes the island looked like. Inspired by this, Max orders the construction of an enormous fort, with Carol in charge of construction. When K.W. brings her two owl friends Bob and Terry to the fort, a disagreement ensues, as Carol feels they are outsiders. To release their frustrations, Max divides the tribe into ""good guys"" and ""bad guys"" for a dirt clod fight, but Alexander is hurt during the game. After an argument between K.W. and Carol, K.W. leaves once again.
Max finds Alexander alone in the fort. Alexander reveals that he suspected that Max is not a king with magical powers, but warns him to never let Carol know. At pre-dawn, Carol throws another tantrum — this time, about the fort, K.W.'s absence, and the eventual death of the sun, which Max talked with Carol about earlier. When Carol gets angry with Max for not doing a good job as king, Douglas tries explaining that he is ""just a boy, pretending to be a wolf, pretending to be a king"", exposing the truth to the rest of the Wild Things. Carol becomes enraged and rips off Douglas's right arm, though only sand pours from the wound. Carol chases Max into the forest and attempts to eat him. Max is saved by K.W., who hides him in her stomach. Max listens as Carol and K.W. argue over Carol's behavior.
Max finds the crushed remains of Carol's model island and leaves a token of affection for him to find. Max finds Carol and tells him he is going home because he is not a king. The other Wild Things escort Max to his boat. Carol runs to join them after finding Max's token and arrives in time to see him off. He starts to howl and Max howls back, then all the other Wild Things join in. Carol looks at K.W. and she smiles kindly at him. Returning home, Max is embraced by his mother, who gives him a bowl of soup, a piece of cake and a glass of milk and sits with him as he eats. He watches as she falls asleep."	American
Return from Witch Mountain	1978	family	John Hough	Christopher Lee, Bette Davis, Jack Soo	"Tony and his sister Tia are in need of a vacation. Uncle Bené drops them off in their flying saucer at the Rose Bowl stadium in Los Angeles, California, after which the siblings quickly become separated from each other. A man named Dr. Victor Gannon (Lee) and his assistant Letha Wedge (Davis) happen to see Tony using his powers to save Letha's nephew Sickle from certain death. Realizing that Tony has supernatural powers, Dr. Gannon drugs the boy with a tranquilizer shot and takes him back to their laboratory. There, Dr. Gannon successfully tests a new mind-control technology on him. Under its influence, Tony is completely hypnotized and does everything that his kidnappers want him to do, including stealing gold from a museum exhibit and stopping Tia from finding them. With Tony at his robotic bidding, Dr. Gannon hopes to achieve recognition within the scientific community and worldwide power, while Letha merely wants a return on her investment.
A group of would-be tough boys whom she comes across, called the Earthquake Gang are chased by the Golden Goons, Tia telepathically gets rid of them. The gang of boys accept her into their gang and help look for her brother. They let her sleep in their secret hideout. She often gets many visions of where her brother is. First at the gold museum where Tony is controlled by a chip attached to his ear. He unstacks the gold but is chased by Mr. Yokomoto the truant officer who thinks Tony has to go to school and chases the doctor , aunt , nephew and Tony in his mini bus. Unsuccessfully Mr. Yokomoto destroyed public property and ends up losing his job. Next Tia uses her telepathy to trace Tony's hideout but is caught by Sickle and is under the influence of chloroform. She telepathically asks Alfred the goat who is in the house to find the Earthquake gang. They chase the goat back to the hideout. In the mean time Tony , Letha , Sickle and Victor drive to a Plutonium Plant as it is more expensive than gold. Tia traces their location and describes it to be a "" Big round ball"" One of the members assume the location to be another place and Tia is upset. They come across Mr. Yokomoto who tells them he lost his job and the only thing that works is the radio. The news given about the plutonium plant stresses on the word ""molecular flow.""
Tia then asks Mr. Yokomoto to drive them to the location after she magically repairs the mini bus. After Victor and gang reach the site, he shuts down the plant's cooling system. In exchange to turn it on he requires 5 million dollars in cash. The people working at the plant make arrangements for money as soon as possible. Tia reaches in time where she and Tony battle to turn on the cooling system. Tia manages to turn it on but Victor commands Tony to kill his sister. In this course of time , she understands how he is been controlled and destroys the device. Tia explains what had happened to him. He makes Victor , Sickle and Letha go on to the ceiling with no way of getting down. Mr. Yokomoto drives the kids to the Rose Bowl Stadium and the Earthquake gang come along to say bye. Tony and Tia bid farewell to the kids after they board the flying saucer back to Witch Mountain."	American
Star Kid	1997	family	Manny Coto	Joseph Mazzello, Richard Gilliland	"Spencer Griffith (Joseph Mazzello) is a shy boy in seventh grade. He has a crush on a school girl named Michelle (Lauren Eckstrom). Spencer's life changes one night when a mysterious meteorite crashes into a nearby junkyard. Investigating the site, he finds that the ""meteorite"" is actually a small rocket carrying a ""Cyborsuit."", a prototype exoskeletal-suit with AI (short for Artificial Intelligence) from another galaxy. Spencer then decides to try the suit on and melds with the suit AI, who Spencer calls ""Cy"". After testing most of the functions and abilities of the suit, he then goes around town doing whatever he wants, such as getting back at a school bully Turbo (Joey Simmrin), rescuing Michelle and her friends from a damaged ferris wheel, and ordering food from a fast-food restaurant drive-thru, along with a few hilarious antics such as trashing part of his house after getting his head stuck in a refrigerator, figuring out how to eat his drive-thru food through the suit and wanting to get out of the suit to pee when Cy wouldn't let him.
During this time, Earth gets visited by a Broodwarrior (Brian Simpson), a member of an alien race of insectoids waging a war against the creator of the Cyborsuit, Tenris De'Thar and his fellow Trelkins. The Broodwarrior's mission is to capture the Cyborsuit so that his race can analyze it. After his first encounter with the Broodwarrior, Spencer escapes, forces Cy to eject him out of the suit and then abandons Cy telling him that he's afraid that he might not live to see his next birthday if he ""engages"" the Broodwarrior. Back at home, after Spencer looks over his comic book titled MidKnight Warrior and thinking about what kind of person he wants to be, he goes back out to find Cy only to find out that Cy was captured by the Broodwarrior. Spencer begins searching for Cy accompanied by Turbo, now becoming his friend. As they head to the junkyard, where Cy is about to be taken off-world by the Broodwarrior, they create a plan to distract the Broodwarrior long enough for Spencer to rescue Cy. Spencer gets Cy back and begins battling with the Broodwarrior.
During the battle, the Broodwarrior gets the upper hand and defeats Cy and Spencer. After getting bashed multiple times by the Broodwarrior's mace and severely damaging the suit, Cy is forced to eject Spencer out before going completely offline. Spencer covers the suit with scrap metal to hide it from the Broodwarrior, takes a piece of the suit and continues to fight the Broodwarrior, who was later trying to chase down Turbo. Spencer confronts the Broodwarrior before getting chased himself and is suddenly cornered in a junked RV. Just when the Broodwarrior is about to dispose of Spencer, Turbo finds a control panel and activates the car crusher the RV is sitting in, revealing the chase into the RV to be part of a trap. Spencer escapes while the Broodwarrior is compressed along with the RV into a solid metal cube, killing the Broodwarrior.
With the Broodwarrior now destroyed, they return to Cy but it appears they were too late to save him. Just when Spencer begins to lose hope, Cy's creator Tenris De'Thar and Trelkin soldiers appear from a giant UFO orbiting Earth and quickly repair him, bringing him back to life. After Cy and Spencer say goodbye to one another, the head alien soldier gives Spencer a badge for his bravery and courage before their departure back to their home-world, and the long, eventful night finally comes to an end. The next day at school, a now confident Spencer, with encouragement from his new friend Turbo, starts up a conversation with Michelle."	American
Spy Kids: All the Time in the World	2011	family	Robert Rodriguez	Jessica Alba, Joel McHale, Alexa Vega, Daryl Sabara, Rowan Blanchard, Mason Cook, Ricky Gervais (voice), Jeremy Piven, Danny Trejo	"OSS agent Marissa Wilson (Jessica Alba) is attempting to capture a criminal named Tick Tock (Jeremy Piven), who purchases a mini-disk stolen from OSS. Despite being nine months pregnant, she continues her pursuit against the admonitions of her boss Danger D'Amo (also played by Piven). Tick Tock is captured and the mini-disk, which contains information on a weapon of mass destruction called Project: Armageddon, is retrieved.
At the hospital, Marissa meets her spy-hunting TV host husband, Wilbur (Joel McHale), who thinks she is an interior decorator, and her two stepchildren by him, twins Rebecca (Rowan Blanchard) and Cecil (Mason Cook). Marissa gives birth to a daughter, Maria. Rebecca does not accept Marissa as a replacement for her deceased mother, and delights in playing pranks on her. Attempting to strengthen her rapport with Rebecca, Marissa gives her a red-sapphire necklace that she says her own parents gave her when she was Rebecca's age.
The media reports that time is speeding up at an increasing rate. A criminal mastermind called the Time Keeper (also played by Piven) claims responsibility, saying that he will unleash Project: Armageddon as punishment upon a society that he believes wastes time with meaningless pursuits instead of treasuring time with the loved ones. The Time Keeper demands that Tick Tock will bring him the Chronos Sapphire, which is revealed to be the jewel in the necklace Marissa gave to Rebecca. The OSS calls Marissa out of retirement, and instructs her to bring the Chronos Sapphire with her. When Marissa asks for it from Rebecca, it further strains their relationship. When Marissa arrives at OSS headquarters, she discovers that the box Rebecca gave her did not contain the jewel, but it contained baby food.
Tick Tock's henchmen break into Marissa's house, and Rebecca and Cecil are directed to take refuge in a Panic Room, where they view a video of Marissa informing them of her secret career. The twins escape and go to OSS headquarters, where Marissa's niece and their step-cousin, Carmen Cortez (Alexa Vega), gives the twins a tour of the defunct Spy Kids Division.
As Marissa pursues Tick Tock, Rebecca and Cecil go after the Time Keeper. Their search leads them to a clock shop, which is Tick Tock's headquarters. The twins view a video of the Wells Experiment, which reveals the nature of the Chronos Sapphire in Rebecca's necklace. The twins are captured by Tick Tock, but are rescued by Marissa and Carmen, though Tick Tock manages to steal the Sapphire. Wilbur's investigations lead him to the clock shop, but he is shocked to learn that Marissa is a spy. When he destroys the footage that he and his cameraman filmed of the battle, he is fired, and becomes estranged from Marissa and the children.
As time continues to speed up, OSS agents are debriefed on the Wells Experiment. The OSS shut down the experiment, and placed the device under lockdown. Among the agents assigned to the case is Carmen's estranged brother, Juni Cortez (Daryl Sabara). The twins confront Danger over the fact that his watch is similar to the one worn by the Time Keeper, and his name is an anagram of ""Armageddon."" He reveals that he is the Time Keeper and imprisons them. When a group of OSS agents led by Marissa, Carmen, and Juni return to the clock shop to confront the Time Keeper, he freezes the agents in time using circuity in their ID badges, and does the same to 18 major cities. Juni, whose badge was thrown away by Carmen, manages to free Marissa and Carmen.
Danger reveals that his father was head of the Wells Experiment, and he was the boy frozen in time. His father spent the rest of his life trying unsuccessfully to set him free. The OSS managed to shut down the experiment with the Chronos Sapphire. Now Danger plans to use the Armageddon Device in go back in time to spend more time with his father. Cecil deduces that Danger has already tried this before multiple times, but he comes back worse each time and points out that Tick Tock and his minions are all versions of himself. Rebecca tells Danger that he should use what time he has wisely instead of trying to acquire more of it. When the time vortex opens, Danger finally meets his father, then he returns as an elderly form of himself and realizes that Cecil was right as he could not change anything. He shuts down the device, and Tick Tock is apprehended by Wilbur, who is reunited with Marissa and the children. Carmen and Juni announce they will co-lead a revived Spy Kids program, while Rebecca and Cecil become recruiters of new agents, including the kids watching the movie."	American
The Amazing Mr Blunden	1972	family	Lionel Jeffries	Laurence Naismith, Lynne Frederick	"The film begins in 1918,[2] where a war widow, Mrs. Allen (Dorothy Alison) and her children, Lucy (Lynne Frederick), Jamie (Garry Miller) and baby Benjamin are reduced to living in a squalid, Camden Town flat. Just before Christmas, a mysterious old man, Mr. Frederick Percival Blunden (Laurence Naismith) visits the family, introducing himself as a representative of a firm of solicitors.[2] The family are told there is an opportunity to become the caretakers of a derelict country mansion in the Home Counties named Langley Park, which was gutted by fire years before, and is now in the charge of the solicitors. Mrs. Allen takes the post despite rumours that the house is haunted, her instructions to care for the property until such time as the heirs to the estate can be traced. The air of mystery deepens when the children see a portrait at the solicitors office of a man they believe to be Mr Blunden. The solicitor confirms this, but reveals that the portrait is of a man called Mr Blunden, but who has been dead for a hundred years.[6]
After they have settled into the new post, Lucy and Jamie see two ghostly figures in the grounds of the house: a teenage girl, Sara Latimer (Rosalyn Landor), and her younger brother, Georgie (Marc Granger). They are two children who lived in the house a century earlier.[7] Sara tells them that she and her brother are orphans, under the care of their dissolute and hapless Uncle Bertie (James Villiers) and the solicitor Mr. Blunden, until Georgie comes of age. Bertie marries a music hall performer, Bella Wickens[8] and her parents then move into Langley Park, ostensibly as the housekeeper and game keeper.[8] The children come to suspect that Mrs. Wickens (Diana Dors) and her disturbed (and often violent) husband are plotting to kill them to get hold of Georgie's inheritance. Sara and Georgie find a book with instructions for travelling through time, so that they can get help. Lucy and Jamie agree to travel back with them; they arrange to meet Sara the next day.
Jamie searches the graveyard, in the hope of finding nothing and being able to go back to help, knowing in advance that they will succeed. He and Lucy are shocked and distressed to find a gravestone marked with the names of both Sara and Georgie. The sexton explains that the two children died in a fire, whose anniversary turns out to be exactly a hundred years ago tomorrow. Nevertheless, Lucy and Jamie still drink the potion and travel back to 1818 in the hope of preventing the tragedy. There they meet Thomas, the gardener (Stuart Lock), who believes they are from America, and tells Lucy and Jamie that he wants to go there one day and make his fortune. Mr. Blunden is visiting the house that night, but refuses to listen to Sara's pleas for help.
That night the children are locked in a room above the library, and given a sleeping potion. Mr. Wickens (David Lodge) starts a fire in the library, trapping the children. Jamie helps Tom to save Sara, but when he tries to return for Georgie, he finds himself unable to get through the flames. Mr. Blunden appears, and tells Jamie that they will go together, holding hands. Jamie is kept safe from the fire, but Mr. Blunden suffers the pain that Jamie would have felt. Jamie and Mr. Blunden save Georgie. The Wickens perish in the fire. Lucy and Jamie both return to 1918, but Jamie is unconscious and Lucy cannot tell their mother what has happened.
At the graveyard, Lucy discovers that the children's gravestone has been replaced by another: that of Frederick Percival Blunden, the ""Good Shepherd"" who ""died to save the children in his care"". Jamie soon awakes and is overjoyed to hear that they have succeeded. Shortly after, the lawyer, Mr. Clutterbuck (Graham Crowden), visits them and informs them that recently discovered documents show that Sara Latimer married Thomas and that their great-grandson was the late Mr. Allen. This makes Jamie the rightful heir to the Langley Park.
At the end a car pulls up. When Mr Clutterbuck opens the door, sitting inside is Mr Blunden! But which one? The enigmatic phrase he greets them with is one they recognise from their first encounter. They have all the answers they need."	British
Crazy !C.R.A.Z.Y.	2005	family	Jean-Marc Vallée	Michel Côté, Marc-André Grondin, Danielle Proulx, Pierre-Luc Brillant	"Zac was born on Christmas in 1960. He had a special relationship with his father Gervais, but things began to fall apart as Zac's non-masculine ways started to show. Their unique relationship officially came to an end when Gervais comes home to find Zac dressed in his mother's clothes. Ever since then, he ""had unwittingly declared war on his father"".
At the Christmas party in 1975, Zac shotguns a joint with his cousin Brigitte's boyfriend Paul, which sparks Zac's attraction. His friend Michelle tries to kiss him, but Zac stops her with the excuse of protecting their friendship. Later on, he discovers that Brigitte is no longer with Paul. In a moment of spontaneity, Zac runs a red light on his motorcycle, only to be struck by a car and hospitalized. Zac later learns that Brigitte is back with Paul.
Zac begins a relationship with Michelle, temporarily relieving Gervais — until he sees Zac stepping out of the car with a male classmate, adjusting his crotch. Angry, Gervais has Zac see a therapist to ""cure"" him of his homosexuality. The therapist's conclusion was that Zac made ""a subconscious deliberate mistake"", intentionally doing it so that Gervais would catch him and find out he was gay.
At the Christmas dinner in 1980, Zac and Michelle's relationship has become closer and more physical. His brother Christian announces his engagement. At Christian's wedding reception, Zac and Paul shotgun a joint outside, but are seen by a guest who thought they were kissing. Gervais overhears this gossip, and chaos ensues. Gervais confronts Zac in the pouring rain, and Zac admittedly comes out, yelling that while he was not kissing Paul, he wished he had been. A sobbing, eavesdropping Michelle runs out of hiding, and Gervais tells Zac to leave. Zac flies to Jerusalem. Disgusted with himself after a gay sexual escapade, he walks into the desert and collapses in exhaustion. A Bedouin, who found Zac, drips water on Zac's face and takes Zac into his care.
Zac returns home to find his second eldest brother hospitalized after a heroin overdose, who dies the next day. After the funeral, Gervais hugs Zac emotionally. Ten years after his brother's death, Zac narrates that Gervais ""had become my father once more"", even to the point of allowing his lover into his house."	Canadian
Lotus Lantern	1999	family	Guang Xi Chang	"Jiang Wen,
Ning Jing"	"The story is based on the traditional Chinese folklore about a boy named Chenxiang. His mother, Sanshengmu, was a goddess and his father, Liu Yanchang, was a mortal. Since their marriage was forbidden, his maternal uncle, Erlang Shen, who was a god, punishes them by killing Liu Yanchang. Sanshengmu escapes and gives birth, but Chenxiang grows up without knowledge of his ancestry. Sanshengmu possesses a magical Lotus Lantern whose light can scare away evil. When Erlang Shen, a strict and powerful god, kidnaps Chenxiang, Sanshengmu fights to save him.
Unfortunately, Erlang Shen is victorious and Chenxiang is forced to live in his palace on the sacred mountains. Erlang Shen then imprisons Sanshengmu beneath a mountain for her crimes. Although he is quite young, Chenxiang manages to escape from the palace, taking the magical lotus lantern that Sanshengmu lost during the battle.
After surviving adventures with many beloved characters of Chinese mythology, Chenxiang finally matures into a courageous young man who must battle Erlang Shen to win Sanshengmu's freedom and fall in love at the same time."	Chinese
