id,job_ad,y_true
79623734,"Job title: Business Development Manager
Abstract: Orbit Homes Group a leading residential builder, currently has a rare opportunity for a Business Development Manager to join our dynamic team
Employer: Orbit Homes Australia Pty Ltd
Location: melbourne
Highlights: 
Contents: Orbit Homes Group, a leading residential builder on the East Coast currently has a rare opportunity to join our team. We only employ those who share our core values, along with our passion for delivering outstanding quality homes and great customer service. There is currently an opportunity for an experienced Wholesale Business Development Manager to join our Urbane Homes Business, based out of our Ascot Vale office. It is important that you have the relevant construction industry experience and a â€œcan doâ€ attitude, coupled with the desire to succeed. Focused on new business, you will also have strong existing relationships with the Wholesale Referral Partner Network so you can hit the ground running.
 Key responsibilities
 Selling the value proposition to new and inactive Referral Partners (RP), Quoting H&L packages on RP sourced land, Sourcing land for RP to sell on to, Follow up quotes , Securing and nurturing relationships with RPs, Meeting with RPâ€™s to identify opportunities and conduct training , Competitor analysis, Identifying new land and RP opportunities.
 Behaviour attributes Displays personal drive, integrity and initiative: Takes personal responsibility for meeting objectives. Shows initiative and does what is required. Commits energy and drive to see that goals are achieved. , Achieves results: Can work in a fast-paced environment and remain focused on what is critical in order to achieve an outcome. Responds in a positive and flexible manner to change and uncertainty., Supports productive working relationships: Actively listens and works collaboratively and operates as an effective team member. Involves others and recognises their contributions., Strong attention to detail.
 Orbit Homes will offer you:
 A base salary and a commission structured incentive, A supportive workplace culture.
 Please apply to if you are the person we are looking for and youâ€™re ready to join a winning team.",OnSite
79924991,"Job title: Remote Data Entry - Maths | Bachelor's or AQF Level 7+
Abstract: This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you
Employer: Outlier
Location: westmelbourne
Highlights: Work whenever, wherever!, No AI experience needed
Contents: Outlier helps the worldâ€™s most innovative companies improve their AI models by providing human feedback. Are you an experienced student or teacher of Math who would like to lend your expertise to train AI models? 
 You may contribute your expertise byâ€¦ Assessing the factuality and relevance of domain-specific text produced by AI models, Assessing the factuality and relevance of domain-specific text produced by other Math experts, Crafting and answering questions related to Math, Evaluating and ranking domain-specific responses generated by AI models. 
 Examples of desirable expertise:
 A bachelor's or higher degree in Math, Physics, or related subject requiring rigorous mathematics, Experience working as a math teacher, tutor, teaching assistant, or research assistant, or in mathematical curriculum development, Ability to write clearly about concepts related to Math in fluent English, Ability to review Math problems and solutions and identify solution correctness and/or factuality issues. 
 Payment:
 Currently, pay rates for core project work by Math experts range from $30 to $50 USD per hour., Estimated Pay Rates Per Hour By Country:, CAN: $40 to $69, UK: Â£23 to Â£38, AU: $45 to $75, NZ: $50 to $83, Rates vary based on expertise, skills assessment, location, project need, and other factors. For example, higher rates may be offered to PhDs. For non-core work, such as during initial project onboarding or project overtime phases, lower rates may apply. Certain projects offer incentive payments. Please review the payment terms for each project.. 
 PLEASE NOTE: We collect, retain and use personal data for our professional business purposes, including notifying you of opportunities that may be of interest and sharing with our affiliates. We limit the personal data we collect to that which we believe is appropriate and necessary to manage applicantsâ€™ needs, provide our services, and comply with applicable laws. Any information we collect in connection with your application will be treated in accordance with the Outlier Privacy Policy and our internal policies and programs designed to protect personal data. 
 This is a 1099 contract opportunity on the Outlier.ai platform. Because this is a freelance opportunity, we do not offer internships, sponsorship, or employment. You must be authorized to work in your country of residence. If you are an international student, you may be able to sign up for Outlier if you are on a visa. You should contact your tax and/or immigration advisor with specific questions regarding your circumstances.",Remote
80296392,"Job title: Customer Service Lead (VIP/Luxury Account experience is a MUST)
Abstract: A Customer Service Lead with excellent American accent. They will handle VIP and prestige clients who are given special privileges in luxury brands.
Employer: EPS STAFFING SERVICE GROUP, INC.
Location: -
Highlights: 
Contents: Work Arrangement: Full remote set-up
 Job Type: Full-time
 Pay: Php80,000.00 - Php150,000.00 per month
 Work Schedule: Eastern US Time zone
 Qualifications:
 At least a college level with at least 3 years of relative working experience in mainly supporting luxury brands clients., Experience in back-end support by coordinating the inquiries/issues/escalations from the client services team and gets information from the factories/warehouse/delivery., Candidate must have experience in handling luxury brands. Who handles only prestige clients with special privileges, and clients of luxury brands., Must have excellent English communication skills both oral and written., Must have a stable internet connection at home, Must be residing within or near Metro Manila., Not open to freelance or part-timers type of employment..",Remote
79880885,"Job title: Motor Vehicle Technician
Abstract:  If you're passionate about Ford vehicles and have a keen eye for diagnostics and repairs, weâ€™d love to hear from you!
Employer: Island Coast Ford
Location: innisfail
Highlights: 
Contents: Island Coast Ford, a part of FNQ Motor Group, is on the lookout for a skilled and qualified Ford Motor Vehicle Technician to join our busy Innisfail team. If you're passionate about Ford vehicles and have a keen eye for diagnostics and repairs, weâ€™d love to hear from you!
 About the Role:
 Island Coast Ford is seeking an experienced and qualified Motor Technician specializing in Ford vehicles to join our dedicated team in Innisfail, Queensland. As a certified Ford Technician, you will play a critical role in delivering high-quality vehicle servicing, diagnostics, and repairs to ensure customer satisfaction and the co8000ntinued excellence of our service center.
 Skills and Experience Required:
 Certified Ford Technician qualification, with proven experience working on Ford vehicles., Strong diagnostic skills, with the ability to use advanced diagnostic equipment effectively., Commitment to high standards of workmanship and safety practices..
 What You'll Do:
 Diagnose, repair, and service Ford vehicles with precision and expertise, Utilize advanced diagnostic tools to troubleshoot and resolve issues efficiently, Maintain high standards of safety and workmanship in all tasks.
 Why Join Us?
 Competitive annual salary range of AUD 80,000 - AUD 90,000, Access to Ford-specific training and career development, A supportive and friendly team environment focused on excellence.
 Ready to drive your career forward? Apply today to become a key part of our Island Coast Ford team!",OnSite
80375213,"Job title: WFH - URGENT HIRING: PART-TIME INSURANCE AGENTS (PRU LIFE UK)
Abstract: Open for fresh graduates and career shifters as well!
Employer: Pru Life UK - Jocelyn Canapi Insurance Agent Services
Location: -
Highlights: 
Contents: PERKS and BENEFITS of a Prulife UK Financial Advisor: 
 Cash incentives, Free Domestic and International Trips, Time FLEXIBILITY, With Training and Seminars.",Remote
80379787,"Job title: Solar & Battery Sales
Abstract: uncapped earning potentialwith $100 per kW sold â€“ commission only!
Employer: Smart Solar
Location: adelaide
Highlights: 
Contents: Exciting Solar Sales Opportunity with Smart Solar!
 ðŸ’¼ Join a 5-Star Rated Solar & Battery Sales Team!
 Are you a motivated, self-driven individual with a passion for sales? Smart Solar offers you uncapped earning potentialwith $100 per kW sold â€“ commission only!
 ðŸš€ Industry-leading sales and skill development, ðŸ’ª Maximum support to help you succeed, ðŸŒŸ Be part of a top-rated leader in solar & battery solutions.
 Build your career while making a difference in the renewable energy industry!
 Apply today and start your journey with Smart Solar!",OnSite
80224361,"Job title: Team Manager (Fully Remote)
Abstract: Candidates are invited to submit their application for the following fully remote management role working with UK based clients. 
Employer: My Free Course
Location: -
Highlights: 
Contents: We are seeking a dynamic and results-oriented individual to join our team at My Free Course. The ideal candidate will have a proven track record in business/business management and be passionate about driving growth and innovation. This role will report to the operations manager and will take responsibility for the running of the support team.
 Key Responsibilities:
 Oversee and manage day-to-day operations of Support Department., Develop and implement strategic plans to achieve organisational objectives., Collaborate with cross-functional teams to ensure efficient workflow., Analyse data and metrics to identify areas for improvement., Make sound decisions and solve complex problems..
 (More to be discussed through the recruitment process)
 Qualifications/Experience:
 Bachelor's degree or equivalent., At least 5 years+ of experience in a team management role and/or higher., High fluency in English, both written and spoken., Excellent communication and interpersonal skills., Strong leadership and organisational abilities., Proven ability to manage multiple projects simultaneously., Experience working remotely, Experience in Google Workspaces and Microsoft Software (Word, Excel and PowerPoint), Experience with CRM systems, Understanding of KPIs and performance management, A strong understanding and proven track record in sales and real-world experience of this., Sales background and/or understanding.
 Application Process: All candidates must complete an initial assessment via Test Gorilla before moving to the Pre-interview stage., For this position, you are expected to have at least a B1 Level in English to be able to draft documents and communicate with stakeholders..",Remote
80371968,"Job title: Foreign Exchange Trader Trainee
Abstract: This role is suitable for traders with moderate or no experience in trading.
Employer: City Investment Solutions Ltd
Location: -
Highlights: 
Contents: DO NOT APPLY IF YOU ARE NOT BASED IN HONG KONG, PLEASE. This is not a full-time job; it is an internship/program designed to help candidates with their first steps into the trading world. Looking to pursue a lucrative career in the exciting world of finance? At City Investment Solutions, we are offering a fantastic Junior Trading Program for a trainee financial trader to equip with all the knowledge, skills and training needed to become profitable traders; and ultimately join our team of highly skilled traders around the world.
 Job title: Trainee Financial Trader
 Location: Hong Kong/Remote 
 Our vision:
 Our vision is to create a new team of highly skilled Traders who have the passion and strong interest necessary to learn and succeed in the financial industry.
 About the opportunity:
 We are a dynamic proprietary trading company, founded by a team of experienced traders who are passionate about the financial markets. Our unique approach to both long-term and short-term strategies, based on the powerful Elliot Waves Theory and Principles, has helped us achieve outstanding results.
 Through undertaking our 6-week Junior Trading Program, you will have the opportunity to trade real funds with continuous mentorship. Our training program is unlike any other. You will learn from some of the most experienced and accomplished traders in the industry, who are passionate about sharing their knowledge, expertise and strategies with you.
 After the completion of the training, once you have proven your potential, you will have the opportunity to trade our funds and start developing your trading career. Our unique training program is designed for individuals who are eager to learn and succeed in the financial industry. Whether you're a recent graduate, looking for a career change, or just starting out, our program will give you the knowledge and skills you need to become a successful trader.
 Furthermore, you will have your mentor for life guiding you throughout your trading journey. Unlike most trading companies out there, you will never be left behind if you join us; and will always have support from your mentor for the rest of your life. Don't miss out on this incredible opportunity to launch your career in finance. Join us today and start your journey towards financial success! 
 Benefits / what youâ€™ll receive in return:
 Great opportunity for any individual to receive training from profitable traders and trade live funds., Gain insight into the strategies our company uses which make us profitable., Acquire knowledge of many aspects that affect our life on daily basis., Acquire discipline and patience towards every situation in life not only trading., Access to all our trading algorithms., You will learn how to trade manually as well as with algorithms., One on one teaching sessions., Access to our discord and telegram trading rooms..
 Candidate Requirements:
 Motivation towards success., Some knowledge of the financial markets., Discipline., Willing to take the extra step., Patience and resilience., The ability to work within a team., Strong interest in the financial markets..
 This role is suitable for traders with moderate or no experience in trading. Experienced traders should apply through our website by sending their live trading track record. 
 Next Steps:
 If youâ€™re interested in becoming a fully-fledged Trader, please click on â€˜Applyâ€™ and upload a copy of your CV.
 We look forward to hearing from you!",Remote
80370142,"Job title: 360 Recruiter
Abstract: Really interesting WFH opportunity where you will be independent and not micro managed. Can fit perfectly around Family. We will train and develop you
Employer: Mornington Recruitment
Location: mornington
Highlights: 
Contents: 2025 START, WFH, Flexible hours to suit Parental responsibilities, Local Boutique Recruitment service, Learn a new profession , Can have time off during school holidays.
 We have been in business for 2 years and have developed a strong â€œlocalâ€ clientele.
 We now require an additional Recruiter who will:
 Build a client base utilising a structured sales process, you would need to commit to a regular 10 hours per week to achieve this, primarily in the mornings, Provide a highly accurate recruitment screening service (we are not a Placement Agency) to clients by following our tight processes that are mainly email based. This may take anywhere between 1 and 5 hours per week and is on top of the 10 hours business development., Be independent, strong, loyal and someone we (our close knit team) can trust, Can work at pace even if unsupervised.
 We are searching for a â€œlocalâ€, someone who lives within 25 k of Mornington and understands the local scene and possibly has a social network they can tap into.
 An exceptional person in that they will have the discipline to ""learn"" and then â€œfollowâ€ our sales and recruitment systems. If you have the personality, drive and â€œfrontâ€ to approach prospects by phone to sell the benefits of using our time saving service, we are quite prepared to teach you our product knowledge if you can prove to us that you can sell.
 Our fees are very affordable for small to medium sized businesses so its just a matter of introducing us to the many do-it-yourselfers in our target market.
 We will pay an attractive hourly rate plus a phone and internet/laptop allowance. That is only a down payment as you will also be eligible to earn bonuses based on the revenue you generate. The bonus structure is far higher than industry standards.
 This will really suit someone who is wanting part-time work to fit in with their Family life (10 to 15 hours per week) and is personally driven to establish a long-term career. The work will need to take place each morning for at last 2 hours. There is some flexibility if Family/personal commitments occasionally arise. We have a brand new database so if you are comfortable using this and also sending/receiving lots of emails and have a Home Office this role will appeal.",Remote
79827192,"Job title: Behaviour Support Practitioner - Melbourne South East
Abstract: Great opportunity for a Behaviour Support Practitioner to be part of a supportive, wonderful team and organisation.
Employer: BePositive Therapy
Location: seaford
Highlights: Exceptional Learning & Development, Vibrant Work Culture, Growth-Focused Opportunities
Contents: About BePositive Therapy BePositive is a reputable allied health service provider, renowned for its expertise in both the NDIS and Aged Care sectors. The leadership team at BePositive is committed to sharing personal knowledge and years of experience, empowering their team to deliver exceptional services that improve clients' futures. With a presence across Victoria (Melbourne, Gippsland, Geelong), Queensland (Brisbane and the Gold Coast), and Tasmania (Launceston and Hobart), BePositive offers comprehensive assessment and therapy services. 
 At BePositive, flexibility is key. You can choose to work from our office locations or opt for the convenience of working from home. The organisation offers the perfect balanceâ€”small enough to maintain a close-knit, supportive team, yet large enough to offer access to a diverse and experienced group of Occupational Therapists and Behaviour Support Practitioners. We have a strong focus on our values which aim to Improve the Future. We are focused on: 
 Communication: We listen, we celebrate, we make corrections, we bin what does not work , Motivation: we have a positive mindset and apply our ongoing knowledge to the future , Respect for each other: we are equal, the expectations are the same for all. We recognise that we all have individual and important needs , Positive outcomes and excellence: our high standards of service are paramount to who we are. Our focus is to achieve a better future for all employees and clients . 
 The Benefits: A defined and gradual induction and learning program, created by our leaders, offering a high level of support and guidance, to suit your needs in Behaviour Support , A team filled with fun, enthusiasm and connection, ensuring that all members of the team are welcomed and supported , A highly rewarding bonus program, to top up your salary whenever you feel you need more , 1:1 supervision with an experienced therapist, in your area of specialisation , The option to move between specialisations, when you feel that you need a change , Generous salary with an annual review , Compensation for your travel , An industry leading Professional Development program, to maximise your growth and learning , External Professional Development opportunities when a course or seminar interests you, beyond the BePositive program , Technology â€“ phone and laptop provided , Novated car leasing, if you are looking for savings on a new car, or wish to transfer an existing lease , Refer a friend and we will pay you a bonus , Fun funds for your team , Regular social events to keep you having fun , Employee Health Insurance Discounts , Employee Assistance Program (EAP) when you need support beyond the team , Part time and full-time employment options , Administrative support, so that you can get the important things done! , An organisation that stays abreast of change (legislation and work requirements), and keeps you informed . 
 To learn more about our organisation please watch our video at the end. 
 The Role (Behaviour Support Practitioner) As a Behaviour Support Practitioner at BePositive Therapy you will work with clients in their homes or other community environments. Duties Include Management of a caseload of clients in line with BePositive and funding body requirements. , Application of capabilities from the NDIS Positive Behaviour Support capability framework. , Ensure practice meets relevant state and territory legal obligations with respect to the use of restrictive practice. , Working with clients to set and work towards their clinical goals. , Behavioural support assessments including functional behaviour assessments. , Develop behaviour support plans that may contain the use of restrictive practice. , Participate in regular clinical supervision (as per requirements for Behaviour Support Practitioner level). , Participation in client related case conference meetings with both internal and external multi-disciplinary teams. , Maintain communication with all stakeholders including the client, next of kin and support co-ordinators/case managers to ensure the development and achievement of co-ordinated client goals. , You will be an integral part of a team and supported to provide services through regular and specialised clinical supervision and weekly team case conferences. , The role is flexible and provides the opportunity to work from home. . 
 Skills and Experience Behaviour Support Practitioner Suitability Approval , Strong evidence of well-developed communication skills , An ability to work autonomously. , Well-developed time management and organisational skills , A desire to learn and commit to regular continuing professional development. , A commitment to engagement in quality improvement activities .
 Desired (but certainly not essential) Knowledge of the NDIS , Experience working in the NDIS . 
 Benefits Work within an experienced team - we want our experience to become your knowledge. , Receive regular supervision from expert practitioners. , Opportunity for Professional Development both through our internal in-service program, journal club and external PD opportunities. , Work for a team that values your growth as a practitioner , Work for an organisation that values client outcomes , Flexibility to work from home while still closely connected to your team , You will be remunerated with an above award salary package. , Phone and laptop provided. , Part-time hours available , Referral program , Relocation assistance , Travel reimbursement . 
 Our Culture At BePositive we are a small team looking to grow our family. We have a strong focus on building a reliable and high-quality service and we are looking for team members who share our passion. We strive to build a team where every member is valued and supported to develop and love what they do every day. BePositive is a flexible and inclusive employer that values and supports workforce diversity. We strongly support equal opportunity and encourage applicants from all people including Aboriginal and Torres Strait Islander communities, those with culturally and linguistically diverse backgrounds, the LGBTIQ community and people with a disability. Benefits: Be supported by a team of experienced therapists. , Professional development assistance , Extensive inhouse professional development program , Referral program , Relocation assistance , Travel reimbursement , Visa sponsorship , Work from home , Employee health insurance discount . 
 COVID-19 considerations: BePositive Therapy have a covid safe plan. Ability to commute/relocate: Reliably commute or planning to relocate before starting work (Preferred) â€“ Launceston 
 Language: English (Required) Licence/Certification: Behaviour Support Practitioner Suitability Approval (Required) , Driver Licence (Required) , Working with Children Check (Preferred) . 
 Work Authorisation:  Australia (Preferred) Contact For a confidential discussion contact Leigh Alley â€“ Operations Manager on 03 9112 5982 or send your resume and covering letter to .",Hybrid
80269828,"Job title: Payroll / HR Manager / Bookkeeper
Abstract: The successful applicant will work directly with the owners and enjoy job flexibility, autonomy and all in a beautiful school camp environment. 
Employer: Coonawara Farm Resort
Location: glenaladale
Highlights: 
Contents: An opportunity for a person seeking part time employment working partially onsite at the School Camp and from home as required. The administrative assistant will be hands on for processing of payroll, HR management and general bookkeeping aspects of the business'. Qualifications & experience
 Bookkeeping experience with Xero , Experience and knowledge of HR Partner (highly desirable), A thorough understanding of Payroll and Leave Entitlements, The ability to work independently and as a team player, Highly organized with the ability to priorities competing demands, Excellent verbal and written communication skills.
 Tasks & responsibilities
 Bank Reconciliations, Accounts Payable & Account Receivable, Processing Payroll in Xero, Maintaining Payroll Records, including Annual, Sick/Personal Leave , Preparing and lodging Superannuation and long service leave, Liaise with external Accountant to provide relevant Information as required, Filing and general accounts administration.",Hybrid
79834113,"Job title: Website/Shopify Expert/Platform Manager
Abstract: we are looking for a team member to help manage these websites www.nicolebrayden.com, www.madman.com, www.divinityboutique.com, www.keepnaturewild.com
Employer: Nicole Brayden Gifts
Location: -
Highlights: 
Contents: We are looking for a shopify expert to help our team manage the website. Some of the experience required. *Detail Oriented
 Shopify Experience - Upload Products, Manage the excel sheet for uploads, upload pictures, make changes, etc. etc.  If you have 5+ years experience managing a shopify store you may be the right fit for the position. , We also work on Faire and other online platforms (experience helpful but not required). , Photoshop and photo editing is helpful but not required. . 
 This is a long term, full time, position working directly for a US employer.",Remote
79929276,"Job title: Dental Technician
Abstract: Great opportunity to learn the Custom Fitted Mouthguard production process, utilising digital dentistry, the latest technology and techniques. 
Employer: Command Mouthguards
Location: stives
Highlights: 
Contents: Command Mouthguards are quickly becoming the go-to mouthguards in Sydneyâ€™s North. We are looking for a Dental Technician (or Trainee) to join our Laboratory on Sydneyâ€™s North Shore. The position would suit a current Technician or Dental Technology student. Our guards and service are well-loved by our patients and this is an excellent learning opportunity for any technician. 
 We are seeking candidates who are reliable, possess a strong work ethic, have a good eye for detail, have high standards of their own work, can work independently and hold good time-management skills. In exchange, we offer extensive training in all areas of mouthguard production and customer service. Duties include:
 Fabricating custom fitted mouthguards , Digital dentistry incl. 3D design and print, Custom design , Assisting with general lab tasks .
 Experience in any of the above and/or enrolment in a Dip. Dental Technology, is an advantage but not mandatory. Training will be provided to the successful candidate to maintain our high standards. Pay rate will be determined by experience level.
 This role will start as casual with a view to go permanent. There is lots of opportunity for the right candidate to join us, learn and grow together. Please send your resume to",OnSite
79723048,"Job title: Diesel Mechanic
Abstract: Be well supported in a company that is exceptionally regarded within the industry. Learn from a world class team. Opportunity for international travel
Employer: Cowanna Harvesting
Location: griffith
Highlights: Fun & friendly, team & family oriented company, On the job training provided, Personal & professional growth opportunities
Contents: Are you looking to join an exciting, progressive team and a highly professional Ag-based company with a long-standing reputation for quality?
 Cowanna Harvesting is the leading provider of genuine spare parts and specialist service for premium US nut, olive and prune harvesting & hedging machinery from Flory Industries, Orchard Machinery Corporation & Jackrabbit. We are looking for energetic and enthusiastic members to join our expanding team in Griffith. If you bring with you a commitment to providing first-class service to our customers, then we would love to hear from you.
 Attractive wage +O/T rates
 Service vehicle, laptop, phone, company card, fuel card & uniform supplied
 Position for immediate hire:
 Qualified Diesel Mechanic â€“ Full Time
 Essential skills and qualifications
 Relevant trade qualification, Ability to fault-find and provide solution options, Ability to complete work to a high standard, Willing to work as part of a highly skilled team, Commitment to developing relationships with customers and providing first-class customer service, Willing to learn, Willing to travel when required, Current Drivers License .",OnSite
79734405,"Job title: Administrative Officer
Abstract: The successful candidate will provide administrative support, particularly in financial processes, records management, and administrative services.
Employer: AH Bros
Location: pyrmont
Highlights: 
Contents: We are seeking a highly motivated and efficient Administrative Officer to join our team. The successful candidate will provide essential administrative support, particularly in financial processes, records management, and general administrative services. The ideal candidate will possess strong bookkeeping skills and ensure accurate financial records and transactions. 
 Key Responsibilities:
 â€¢ Provide administrative support to ensure efficient operation of the office.
 â€¢ Prepare and edit correspondence, reports, presentations, and confidential documents.
 â€¢ Undertake projects and conduct research as needed.
 â€¢ Deliver quality customer service, including answering telephone enquiries.
 â€¢ Perform reception duties when required.
 â€¢ Assist with the preparation of correspondence, reports, speeches, and meeting minutes.
 â€¢ Maintain administration systems, including diaries, records, mail, filing, and archiving.
 â€¢ Arrange and facilitate appointments and meetings.
 â€¢ Undertake other duties as required.
 Competencies and Experience Required:
 â€¢ Proven experience in providing administrative support, including handling confidential matters.
 â€¢ Excellent communication skills at all levels and the ability to work as part of a team.
 â€¢ Demonstrated proficiency and experience in using a range of software applications (e.g., MS Office programs).
 â€¢ Strong organisational, time management, and planning skills.
 â€¢ Solid bookkeeping skills with experience in maintaining financial records and processing transactions. 
 To Apply: Please submit your resume and a cover letter outlining your relevant experience and why you are the ideal candidate for this position, Email: Join our team and contribute to the efficient and effective operation of our office. We look forward to receiving your application!",OnSite
80320637,"Job title: Personal & Executive Assistant
Abstract: A highly organised, independent person is required to support the CEO in managing and improving day to day operations in a luxury property business. 
Employer: Liinchpin Academy
Location: mooloolaba
Highlights: Luxury Coastal Destinations seeks driven EA/PA for growing company, Work from home most of the time, locally in the Sunshine Coast, Work directly with the Founder on projects and operations
Contents: Purpose of the position This position reports to the Founder of a company that provides large luxury properties, cleaning services and related services for short term, holidays and company retreats. If you are a highly organised helper with experience in property management or scheduling; this the role for you.
 With a tremendous opportunity for you to work for a company that is not the same as a traditional real estate agency - it's a lot more fun!
 This is a small business with big growth potential. You will work across multiple companies within the group including the Property Letting, Cleaning (scheduling and inventory) and related businesses.
 This role is for someone who wants to build a career as an Executive Assistant or Operations Managers.
 The role is a work from home position, with some requirements to travel to various properties and commercial spaces on certain days as duties require.
 Responsibilities & duties Responsibility 1 â€“ Improve processes through using better technology and systems. Management of all documentation and upkeep of the systems.
 Responsibility 2 â€“ Manage the cleaning and property calendars, appointments, booking schedules and set up meetings, including making changes as required. Responsibility 3 â€“ Assist the Founder in reporting to the Property Owners monthly with reports and processing month end disbursements and reconciliations. Responsibility 4 â€“ Create and update house manuals and videos to showcase the properties. Responsibility 5 â€“ Organise and maintain company document management system, assisting with operations and office management and improving organisational efficiency across the business with attention to legislative and compliance requirements.
 Responsibility 6 â€“  Update the cash flow forecast, update the budget, manage payments and invoicing for cleaning and properties.
 Responsibility 7â€“ Actively help improve operations and manage projects - including managing contractors like website designers and more. Responsibility 8 - Supporting projects, personal tasks and property maintenance, deliveries and collection of items, other ad hoc duties as required.
 We have multiple locations around the Sunshine Coast area that you may be required to travel to and from some days for different tasks.
 Work experience & skills Proven experience in managing busy scheduling
 Excellent computer skills with an ability to become the driver and expert with company software and programs. Advanced office and administration skills Excellent presentation skills
 Essential qualities or behaviours You will have a proven ability to work autonomously, proactively establish priorities and take responsibility for time sensitive deliverables.
 Property Management experience is desired but not necessary
 Your strong communication and organisational skills will be an asset - as will your attention to detail, initiative, and talent to engage with a diverse range of companies.
 Drive and resilience to work well under pressure.
 Willingness to undertake ongoing training and up-skilling development.
 Ability to engage and maintain strong relationships across all levels of business. Able to work independently and display initiative. Current and valid driver licence",Hybrid
80335032,"Job title: Delivery Driver
Abstract: Pickup then deliver food or other items to customers. Choose when, how, and where you dash (As well as how much you earn). Casual/Part Time Available.
Employer: DoorDash
Location: mountaincreek
Highlights: Dash now or schedule when you deliver! Work on your own time!, Earn more with Challenges, Delivery Streaks, and Peak Pay in the Dasher app., No prior experience necessary. Sign up in minutes and earn within days!
Contents: Your time. Your Goals. What is DoorDash Available in 63 cities in Australia and over 4,000 cities across the globe, DoorDash connects local businesses and local drivers (called Dashers) with opportunities to earn, work, and live. As a Dasher, you can be your own boss and enjoy the flexibility of choosing when, where, and how much you earn. All you need is a mode of transportation (bike, car, scooter) and a smartphone to start making money. Itâ€™s that simple. You can even sign up and begin working that same day.  Why deliver with DoorDash Receive deliveries right away: Once approved, log on to the Dasher app to receive nearby orders immediately. Choose your own hours: When and where you work is totally up to you. Variety of orders: from food to groceries to pharmaceuticals. Freedom to dash anywhere: Deliver near your home or in a city you're just visiting. Easy to get started: Don't worry about car inspections or vehicle restrictions. Just sign up and receive everything you need to start earning. The Dasher App: you're in control of your deliveries with the Dasher App. Know how much you'll make: Clear and concise pay model lets you know the minimum amount you will make before accepting any order. Get updated on peak hours with extra pay. Get your payments quickly and regularly.  Sign Up Details Requirements 18 or older An Australian Business Number (ABN) Any car, scooter, or bicycle (in select cities) Driver's license number (if you choose to dash with a car) Consent to a background check  How to sign up Click â€œApply Nowâ€ and complete the sign up Get the app and go  Hourly earnings amounts: For illustrative purposes only, actual earnings may differ. Number includes peak pay and other incentives. Dash time refers to time spent on a delivery.",OnSite
80269363,"Job title: Appointment Setter / 'Closer' (WFH, With Real Purpose & Impact)
Abstract: Work From Home appointment setting opportunity, great pay, meaningful work positively impacting people's lives
Employer: Dental Launch
Location: melbourne
Highlights: 
Contents: We are a dynamic dental advertising agency seeking a highly motivated and personable individual to join our team as an Appointment Setter. This role is taking inbound enquiries and converting them into in-clinic appointments. The ideal candidate will have excellent (1) social skills, making people feel safe, secure, heard, and supported over the phone, (2) appointment setting and sales skills, as well as (3) exceptional organisation skills. Experience in a similar appointment setting or sales or over-the-phone customer support role is favourable.
 Responsibilities:
 Engage with potential patients and inbound warm/hot leads over the phone (no cold outreach here), making them feel comfortable and supported while answering their questions and providing basic information about dental services (we will provide all training here, no need to be familiar with dental work of your own accord)., Schedule in-person appointments for leads at our clients' dental practices., Support and coordinate inbound enquiries efficiently and professionally., Follow up with cold leads to nurture them through the pipeline and convert them into warm leads., Manage and update CRM systems to ensure accurate and timely lead information., Collaborate with the marketing team to provide feedback on lead quality and campaign effectiveness., Maintain a high level of customer service and professionalism in all interactions..
 Requirements:
 Exceptional verbal communication and interpersonal skills, applied to over-the-phone appointment setting., Ability to make people feel safe, secure, heard, and supported over the phone., Strong organisational skills and attention to detail., Ability to handle multiple leads and follow-ups efficiently., Proficiency in using CRM systems and other relevant software is a bonus but not required., Willingness to learn and adapt in a fast-paced environment..
 Company Culture: We believe in fostering a supportive and collaborative environment where every team member is valued and empowered to succeed not just in their career, but in life. Our core values emphasise supreme accountability and responsibility. We encourage a culture where everyone is committed to helping the entire team win. We are dedicated to personal and professional growth, and we support our team in achieving their goals. We value proactive team members who not only identify problems and bottlenecks but also focus on forward-thinking, solution-oriented approaches to continually improve our processes and overall performance.
 Benefits:
 Competitive salary and performance-based incentives. ($80k base + super + performance bonuses), Comprehensive training and opportunities for professional development., Collaborative and supportive work environment, with a fun and engaged team. (This is so important for us!).
 Application Instructions: To apply for this role, there are 2 things weâ€™d like from you:
 Please submit your resume, and, Please submit a cover letter in the format of a voice memo. That is, record a voice memo and send it through to . In your voice memo, weâ€™d like to hear you say (as though you're on the phone with another human:1. ""Hi David, this is (YOUR NAME) from Dental Launch, how are you?""2. â€œDavid, first of all I appreciate all of the context you've given me, and I'm truly sorry to hear you're experiencing not only severe pain/discomfort, but that it's really taking a huge toll on your mental healthâ€¦â€IMPORTANT: Do NOT sound like you're reading. Be authentic, as though you are genuinely on the phone with another human being.Please also walk us through (1) why you think you are a good fit for this role and (2) any prior experience in similar roles that may be relevant..",Remote
